Site,Transmitter Easting,Transmitter northing,nom_reg,nom_dep,insee_dep,nom_com,insee_com,700MHz,800MHz,900MHz,1800MHz,2100MHz,2600MHz,3500MHz,Capacite_theorique,Capacite_th,Site_Population,Population/Capacity
29241_002,143960,2346970,BRETAGNE,FINISTERE,29,ROSPORDEN,29241,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3511,14.6291666666667
29247_001,127550,2349320,BRETAGNE,FINISTERE,29,SAINT EVARZEC,29247,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,555,2.3125
29247_004,125543.92,2346133.09,BRETAGNE,FINISTERE,29,SAINT EVARZEC,29247,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1923,4.27333333333333
29252_001,104819.24,2337911.32,BRETAGNE,FINISTERE,29,PLOMEUR,29171,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2515,5.58888888888889
29254_001,143670,2413840,BRETAGNE,FINISTERE,29,SAINT MARTIN DES CHAMPS,29254,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1874,4.16444444444444
29254_003,143390.99,2416229.25,BRETAGNE,FINISTERE,29,SAINT MARTIN DES CHAMPS,29254,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4010,8.91111111111111
29257_001,87864.62,2418514.77,BRETAGNE,FINISTERE,29,SAINT PABU,29257,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2200,9.16666666666667
29259_003,134947.01,2426513,BRETAGNE,FINISTERE,29,SAINT POL DE LEON,29259,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5836,24.3166666666667
29259_004,133398,2429200,BRETAGNE,FINISTERE,29,SAINT POL DE LEON,29259,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3297,7.32666666666667
29260_002,86462.73,2405438.28,BRETAGNE,FINISTERE,29,MILIZAC GUIPRONVEL,29076,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5189,11.5311111111111
29266_001,136946,2410363,BRETAGNE,FINISTERE,29,SAINT THEGONNEC LOC EGUINER,29266,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2415,10.0625
29267_002,135408.98,2366719.42,BRETAGNE,FINISTERE,29,SAINT THOIS,29267,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1205,2.67777777777778
29268_001,107437.98,2406563.29,BRETAGNE,FINISTERE,29,SAINT THONAN,29268,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2234,4.96444444444444
29272_001,131309.01,2347970,BRETAGNE,FINISTERE,29,SAINT YVI,29272,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1425,5.9375
29274_001,150112.05,2351067.15,BRETAGNE,FINISTERE,29,SCAER,29274,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2855,6.34444444444444
29277_001,124982.03,2397246.98,BRETAGNE,FINISTERE,29,SIZUN,29277,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1441,6.00416666666667
29277_003,130034.63,2403527.01,BRETAGNE,FINISTERE,29,LAMPAUL GUIMILIAU,29097,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1688,3.75111111111111
29277_004,126740.04,2399929.9,BRETAGNE,FINISTERE,29,SIZUN,29277,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1139,2.53111111111111
29279_002,140620,2419918,BRETAGNE,FINISTERE,29,TAULE,29279,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3600,8
29280_001,103975,2379840,BRETAGNE,FINISTERE,29,TELGRUC SUR MER,29280,0,,3G,4G,3G,4G,0,> 240 Mbps,240,3411,14.2125
29284_001,105656.97,2332633.96,BRETAGNE,FINISTERE,29,TREFFIAGAT,29284,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4869,10.82
29293_002,139038,2335598,BRETAGNE,FINISTERE,29,TREGUNC,29293,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,868,3.61666666666667
29293_003,137680,2329800,BRETAGNE,FINISTERE,29,TREGUNC,29293,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1258,2.79555555555556
29293_004,136142.37,2335977.77,BRETAGNE,FINISTERE,29,TREGUNC,29293,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,4733,4.733
29297_001,162546,2338266,BRETAGNE,FINISTERE,29,TREMEVEN,29297,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3398,7.55111111111111
29302_001,123952.24,2381375.1,BRETAGNE,FINISTERE,29,PONT DE BUIS LES QUIMERCH,29302,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2376,5.28
29302_002,118879.32,2383869.31,BRETAGNE,FINISTERE,29,PONT DE BUIS LES QUIMERCH,29302,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1674,3.72
29302_003,121721,2381434,BRETAGNE,FINISTERE,29,PONT DE BUIS LES QUIMERCH,29302,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,509,1.13111111111111
35001_002,313290,2355790,BRETAGNE,ILLE ET VILAINE,35,ACIGNE,35001,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2926,12.1916666666667
35001_003,310250,2355090,BRETAGNE,ILLE ET VILAINE,35,ACIGNE,35001,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1676,3.72444444444444
35004_001,317551,2391007,BRETAGNE,ILLE ET VILAINE,35,VAL COUESNON,35004,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2920,6.48888888888889
35006_001,338861,2345293,BRETAGNE,ILLE ET VILAINE,35,ARGENTRE DU PLESSIS,35006,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2368,5.26222222222222
35012_003,301624,2318433,BRETAGNE,ILLE ET VILAINE,35,BAIN DE BRETAGNE,35012,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2099,4.66444444444444
35012_004,296420,2324950,BRETAGNE,ILLE ET VILAINE,35,BAIN DE BRETAGNE,35012,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1000,2.22222222222222
35012_005,300686,2323304,BRETAGNE,ILLE ET VILAINE,35,BAIN DE BRETAGNE,35012,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3874,16.1416666666667
35013_001,270163,2309726,BRETAGNE,ILLE ET VILAINE,35,BAINS SUR OUST,35013,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2807,11.6958333333333
35014_001,328524,2340810,BRETAGNE,ILLE ET VILAINE,35,BAIS,35014,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1478,3.28444444444444
35015_002,337260,2359380,BRETAGNE,ILLE ET VILAINE,35,BALAZE,35015,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1923,8.0125
35016_002,280000,2341656,BRETAGNE,ILLE ET VILAINE,35,BAULON,35016,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,808,1.79555555555556
35023_001,282050,2362425,BRETAGNE,ILLE ET VILAINE,35,BEDEE,35023,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3713,15.4708333333333
35029_001,296775,2392790,BRETAGNE,ILLE ET VILAINE,35,BONNEMAIN,35029,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,866,3.60833333333333
35031_001,319760,2359950,BRETAGNE,ILLE ET VILAINE,35,BOUEXIERE,35031,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2608,10.8666666666667
35032_001,302642,2339721,BRETAGNE,ILLE ET VILAINE,35,BOURGBARRE,35032,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2968,6.59555555555556
35037_002,286680,2346570,BRETAGNE,ILLE ET VILAINE,35,BREAL SOUS MONTFORT,35037,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2835,6.3
35038_001,347823,2348353,BRETAGNE,ILLE ET VILAINE,35,BREAL SOUS VITRE,35038,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,6617,27.5708333333333
35040_001,285332,2358382,BRETAGNE,ILLE ET VILAINE,35,BRETEIL,35040,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2372,5.27111111111111
35042_001,343595,2340772,BRETAGNE,ILLE ET VILAINE,35,BRIELLES,35042,4G,,3G,4G,3G,0,0,> 240 Mbps,240,527,2.19583333333333
35047_001,297078,2345620,BRETAGNE,ILLE ET VILAINE,35,BRUZ,35047,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5884,13.0755555555556
35047_004,296872,2347379,BRETAGNE,ILLE ET VILAINE,35,BRUZ,35047,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1225,5.10416666666667
35049_001,290812,2418215,BRETAGNE,ILLE ET VILAINE,35,CANCALE,35049,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4462,9.91555555555556
35051_001,307849,2354639,BRETAGNE,ILLE ET VILAINE,35,CESSON SEVIGNE,35051,0,,3G,4G,3G,4G,0,> 240 Mbps,240,2104,8.76666666666667
35051_002,305002,2354719,BRETAGNE,ILLE ET VILAINE,35,CESSON SEVIGNE,35051,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4879,10.8422222222222
35051_003,308169,2351474,BRETAGNE,ILLE ET VILAINE,35,CESSON SEVIGNE,35051,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1256,2.79111111111111
35051_004,305541,2352335,BRETAGNE,ILLE ET VILAINE,35,CESSON SEVIGNE,35051,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2433,10.1375
35051_009,306619,2353810,BRETAGNE,ILLE ET VILAINE,35,CESSON SEVIGNE,35051,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,2585,2.585
35051_011,307794,2353355,BRETAGNE,ILLE ET VILAINE,35,CESSON SEVIGNE,35051,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,287,0.287
35055_001,305408,2351638,BRETAGNE,ILLE ET VILAINE,35,CHANTEPIE,35055,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,2275,2.275
35055_002,304520,2349560,BRETAGNE,ILLE ET VILAINE,35,CHANTEPIE,35055,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1517,6.32083333333333
35062_001,347843,2378913,BRETAGNE,ILLE ET VILAINE,35,CHAPELLE JANSON,35062,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2955,6.56666666666667
35066_002,298699,2344172,BRETAGNE,ILLE ET VILAINE,35,CHARTRES DE BRETAGNE,35066,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,4228,4.228
35067_001,309438,2366537,BRETAGNE,ILLE ET VILAINE,35,CHASNE SUR ILLET,35067,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2727,6.06
35068_002,321560,2351350,BRETAGNE,ILLE ET VILAINE,35,CHATEAUBOURG,35068,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3666,15.275
35069_001,313972,2344653,BRETAGNE,ILLE ET VILAINE,35,CHATEAUGIRON,35069,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3708,15.45
35071_001,335478,2387601,BRETAGNE,ILLE ET VILAINE,35,CHATELLIER,35071,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,914,2.03111111111111
35072_001,340010,2362330,BRETAGNE,ILLE ET VILAINE,35,CHATILLON EN VENDELAIS,35072,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1873,7.80416666666667
35072_003,342891,2364694,BRETAGNE,ILLE ET VILAINE,35,CHATILLON EN VENDELAIS,35072,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2755,6.12222222222222
35076_001,293450,2347955,BRETAGNE,ILLE ET VILAINE,35,CHAVAGNE,35076,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2462,10.2583333333333
35080_001,286720,2354200,BRETAGNE,ILLE ET VILAINE,35,CINTRE,35080,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2619,10.9125
35085_003,296774,2389209,BRETAGNE,ILLE ET VILAINE,35,COMBOURG,35085,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4436,18.4833333333333
35087_001,326900,2349475,BRETAGNE,ILLE ET VILAINE,35,CORNILLE,35087,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,417,1.7375
35088_001,306856,2339293,BRETAGNE,ILLE ET VILAINE,35,CORPS NUDS,35088,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5363,22.3458333333333
35090_001,301419,2334464,BRETAGNE,ILLE ET VILAINE,35,CREVIN,35090,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2779,6.17555555555556
35093_002,276225,2410991,BRETAGNE,ILLE ET VILAINE,35,DINARD,35093,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3740,8.31111111111111
35093_005,275890,2413409,BRETAGNE,ILLE ET VILAINE,35,DINARD,35093,0,,3G,4G,3G,4G,0,> 240 Mbps,240,4195,17.4791666666667
35093_006,275682,2412131,BRETAGNE,ILLE ET VILAINE,35,DINARD,35093,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2756,11.4833333333333
35093_008,275079,2412546,BRETAGNE,ILLE ET VILAINE,35,DINARD,35093,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2339,9.74583333333333
35095_002,298485,2401578,BRETAGNE,ILLE ET VILAINE,35,DOL DE BRETAGNE,35095,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,6616,27.5666666666667
35096_002,322469,2346294,BRETAGNE,ILLE ET VILAINE,35,DOMAGNE,35096,4G,,3G,4G,3G,0,0,> 240 Mbps,240,650,2.70833333333333
35096_003,320175,2347191,BRETAGNE,ILLE ET VILAINE,35,DOMAGNE,35096,4G,,3G,4G,3G,0,0,> 240 Mbps,240,98,0.408333333333333
35096_004,322226,2348810,BRETAGNE,ILLE ET VILAINE,35,DOMAGNE,35096,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,869,1.93111111111111
35097_001,336249,2341143,BRETAGNE,ILLE ET VILAINE,35,DOMALAIN,35097,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,712,2.96666666666667
35097_003,331325,2338530,BRETAGNE,ILLE ET VILAINE,35,DOMALAIN,35097,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1562,3.47111111111111
35099_003,311125,2347125,BRETAGNE,ILLE ET VILAINE,35,DOMLOUP,35099,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2854,11.8916666666667
35108_002,318200,2335794,BRETAGNE,ILLE ET VILAINE,35,ESSE,35108,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1155,2.56666666666667
35109_001,336350,2347580,BRETAGNE,ILLE ET VILAINE,35,ETRELLES,35109,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,533,2.22083333333333
35109_002,336256,2344977,BRETAGNE,ILLE ET VILAINE,35,ETRELLES,35109,4G,,3G,4G,3G,0,0,> 240 Mbps,240,1112,4.63333333333333
35109_003,330341,2347743,BRETAGNE,ILLE ET VILAINE,35,ETRELLES,35109,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,718,2.99166666666667
35115_007,337286,2379287,BRETAGNE,ILLE ET VILAINE,35,FOUGERES,35115,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,8482,18.8488888888889
35115_008,339590,2377900,BRETAGNE,ILLE ET VILAINE,35,FOUGERES,35115,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4964,11.0311111111111
35115_009,339400,2380220,BRETAGNE,ILLE ET VILAINE,35,FOUGERES,35115,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3492,14.55
35117_001,261590,2359250,BRETAGNE,ILLE ET VILAINE,35,GAEL,35117,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1260,2.8
35119_001,341295,2337770,BRETAGNE,ILLE ET VILAINE,35,GENNES SUR SEICHE,35119,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1613,6.72083333333333
35119_002,340465,2342084,BRETAGNE,ILLE ET VILAINE,35,GENNES SUR SEICHE,35119,4G,,3G,4G,3G,0,0,> 240 Mbps,240,335,1.39583333333333
35120_001,292892,2366825,BRETAGNE,ILLE ET VILAINE,35,GEVEZE,35120,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4908,20.45
35123_001,288900,2342120,BRETAGNE,ILLE ET VILAINE,35,GOVEN,35123,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2000,4.44444444444444
35123_003,292266,2341422,BRETAGNE,ILLE ET VILAINE,35,GOVEN,35123,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2301,9.5875
35124_001,296267,2310670,BRETAGNE,ILLE ET VILAINE,35,GRAND FOUGERAY,35124,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4015,8.92222222222222
35125_001,333869,2332129,BRETAGNE,ILLE ET VILAINE,35,GUERCHE DE BRETAGNE,35125,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5081,11.2911111111111
35126_003,291685,2336969,BRETAGNE,ILLE ET VILAINE,35,GUICHEN,35126,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4689,19.5375
35127_001,285890,2329470,BRETAGNE,ILLE ET VILAINE,35,GUIPRY MESSAC,35176,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2060,8.58333333333333
35129_001,287643,2322809,BRETAGNE,ILLE ET VILAINE,35,GUIPRY MESSAC,35176,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4007,16.6958333333333
35130_001,292320,2374060,BRETAGNE,ILLE ET VILAINE,35,SAINT SYMPHORIEN,35317,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2433,10.1375
35131_002,291776,2354172,BRETAGNE,ILLE ET VILAINE,35,HERMITAGE,35131,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4311,9.58
35132_001,292222,2408252,BRETAGNE,ILLE ET VILAINE,35,FRESNAIS,35116,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3242,7.20444444444444
35133_002,273970,2355881,BRETAGNE,ILLE ET VILAINE,35,IFFENDIC,35133,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2330,5.17777777777778
35135_001,281850,2369050,BRETAGNE,ILLE ET VILAINE,35,IRODOUER,35135,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1585,6.60416666666667
35136_002,313344,2336962,BRETAGNE,ILLE ET VILAINE,35,JANZE,35136,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5006,20.8583333333333
35137_001,336444,2374069,BRETAGNE,ILLE ET VILAINE,35,JAVENE,35137,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2638,10.9916666666667
35142_001,342568,2386845,BRETAGNE,ILLE ET VILAINE,35,LANDEAN,35142,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1316,5.48333333333333
35145_003,286300,2314635,BRETAGNE,ILLE ET VILAINE,35,LANGON,35145,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1413,3.14
35147_002,292335,2393692,BRETAGNE,ILLE ET VILAINE,35,MESNIL ROC H,35308,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,768,1.70666666666667
35149_002,285159,2338578,BRETAGNE,ILLE ET VILAINE,35,LASSY,35149,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1689,3.75333333333333
35150_001,336368,2380100,BRETAGNE,ILLE ET VILAINE,35,LECOUSSE,35150,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1179,2.62
35152_004,313623,2364312,BRETAGNE,ILLE ET VILAINE,35,LIFFRE,35152,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4020,8.93333333333333
35154_002,326200,2364224,BRETAGNE,ILLE ET VILAINE,35,LIVRE SUR CHANGEON,35154,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1564,6.51666666666667
35157_001,344900,2381600,BRETAGNE,ILLE ET VILAINE,35,LOROUX,35157,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1690,7.04166666666667
35161_001,325606,2346039,BRETAGNE,ILLE ET VILAINE,35,LOUVIGNE DE BAIS,35161,4G,,3G,4G,3G,0,0,> 240 Mbps,240,906,3.775
35161_002,328382,2346154,BRETAGNE,ILLE ET VILAINE,35,LOUVIGNE DE BAIS,35161,4G,,3G,4G,3G,0,0,> 240 Mbps,240,397,1.65416666666667
35162_001,343760,2393228,BRETAGNE,ILLE ET VILAINE,35,LOUVIGNE DU DESERT,35162,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5378,11.9511111111111
35167_001,325641,2320572,BRETAGNE,ILLE ET VILAINE,35,MARTIGNE FERCHAUD,35167,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3198,7.10666666666667
35169_001,274651,2339415,BRETAGNE,ILLE ET VILAINE,35,MAXENT,35169,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,612,2.55
35172_002,292128,2390823,BRETAGNE,ILLE ET VILAINE,35,MESNIL ROC H,35308,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,688,1.52888888888889
35173_002,298247,2362128,BRETAGNE,ILLE ET VILAINE,35,MELESSE,35173,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,4357,4.357
35173_003,299529,2365554,BRETAGNE,ILLE ET VILAINE,35,MELESSE,35173,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4685,10.4111111111111
35175_001,276914,2330721,BRETAGNE,ILLE ET VILAINE,35,MERNEL,35175,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3250,13.5416666666667
35178_001,321205,2370962,BRETAGNE,ILLE ET VILAINE,35,MEZIERES SUR COUESNON,35178,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4851,20.2125
35179_002,286089,2401411,BRETAGNE,ILLE ET VILAINE,35,MINIAC MORVAN,35179,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,892,1.98222222222222
35179_003,287833,2398198,BRETAGNE,ILLE ET VILAINE,35,MINIAC MORVAN,35179,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1607,3.57111111111111
35184_002,272040,2363200,BRETAGNE,ILLE ET VILAINE,35,MONTAUBAN DE BRETAGNE,35184,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4110,17.125
35187_001,279395,2349949,BRETAGNE,ILLE ET VILAINE,35,MONTERFIL,35187,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1862,4.13777777777778
35188_002,280300,2355980,BRETAGNE,ILLE ET VILAINE,35,MONTFORT SUR MEU,35188,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4445,18.5208333333333
35195_002,302832,2375800,BRETAGNE,ILLE ET VILAINE,35,MONTREUIL SUR ILLE,35195,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3660,15.25
35196_001,289602,2349894,BRETAGNE,ILLE ET VILAINE,35,MORDELLES,35196,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4728,19.7
35206_002,299530,2347760,BRETAGNE,ILLE ET VILAINE,35,NOYAL CHATILLON SUR SEICHE,35206,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,977,2.17111111111111
35207_002,312657,2352326,BRETAGNE,ILLE ET VILAINE,35,NOYAL SUR VILAINE,35207,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2624,5.83111111111111
35207_003,312285,2350783,BRETAGNE,ILLE ET VILAINE,35,NOYAL SUR VILAINE,35207,4G,,3G,4G,3G,0,0,> 240 Mbps,240,186,0.775
35207_004,313883,2348402,BRETAGNE,ILLE ET VILAINE,35,NOYAL SUR VILAINE,35207,4G,,3G,4G,3G,0,0,> 240 Mbps,240,779,3.24583333333333
35209_001,316877,2347178,BRETAGNE,ILLE ET VILAINE,35,CHATEAUGIRON,35069,4G,,3G,4G,3G,0,0,> 240 Mbps,240,873,3.6375
35210_001,295108,2357817,BRETAGNE,ILLE ET VILAINE,35,PACE,35210,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,5896,5.896
35211_001,260557,2346081,BRETAGNE,ILLE ET VILAINE,35,PAIMPONT,35211,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1146,2.54666666666667
35212_001,301542,2328648,BRETAGNE,ILLE ET VILAINE,35,PANCE,35212,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1920,4.26666666666667
35217_001,346645,2340609,BRETAGNE,ILLE ET VILAINE,35,PERTRE,35217,0,,3G,4G,3G,0,0,> 140 Mbps,140,2324,16.6
35219_001,281234,2317926,BRETAGNE,ILLE ET VILAINE,35,PIPRIAC,35219,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1472,3.27111111111111
35219_002,281183,2322108,BRETAGNE,ILLE ET VILAINE,35,PIPRIAC,35219,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1970,4.37777777777778
35220_001,316575,2342650,BRETAGNE,ILLE ET VILAINE,35,PIRE CHANCE,35220,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1680,7
35221_002,294357,2328550,BRETAGNE,ILLE ET VILAINE,35,PLECHATEL,35221,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1481,3.29111111111111
35222_001,312007,2399942,BRETAGNE,ILLE ET VILAINE,35,PLEINE FOUGERES,35222,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5709,23.7875
35223_001,271094,2345127,BRETAGNE,ILLE ET VILAINE,35,PLELAN LE GRAND,35223,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1646,3.65777777777778
35223_002,268470,2340000,BRETAGNE,ILLE ET VILAINE,35,PLELAN LE GRAND,35223,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1971,4.38
35228_003,275950,2406050,BRETAGNE,ILLE ET VILAINE,35,PLEURTUIT,35228,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5085,11.3
35233_001,291780,2379220,BRETAGNE,ILLE ET VILAINE,35,QUEBRIAC,35233,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2568,10.7
35234_002,267938,2371045,BRETAGNE,ILLE ET VILAINE,35,QUEDILLAC,35234,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1433,3.18444444444444
35236_001,267421,2304801,BRETAGNE,ILLE ET VILAINE,35,REDON,35236,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,9272,38.6333333333333
35236_003,269197,2306062,BRETAGNE,ILLE ET VILAINE,35,REDON,35236,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2726,11.3583333333333
35236_004,271705,2411437,BRETAGNE,ILLE ET VILAINE,35,SAINT BRIAC SUR MER,35256,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5534,12.2977777777778
35237_001,277643,2311348,BRETAGNE,ILLE ET VILAINE,35,RENAC,35237,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3176,7.05777777777778
35238_001,300760,2350674,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,6864,6.864
35238_002,300862,2352938,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,6566,27.3583333333333
35238_003,302262,2354744,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4548,18.95
35238_005,301538,2353078,BRETAGNE,ILLE ET VILAINE,35,RENNES,35238,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,6571,27.3791666666667
