fid,INSEE_COM,NOM_COM,IRIS,CODE_IRIS,NOM_IRIS,TYP_IRIS,mapped,pop_cov,area_cov
492,29019,Brest,164,290190164,Kerinou,H,491,1,1
493,29019,Brest,108,290190108,Les Quatre Moulins,H,492,1,1
494,29019,Brest,113,290190113,La Cavale Blanche Est-Kervallon,H,493,1,1
495,29019,Brest,125,290190125,Port-Gare-Liberte-Foch,A,494,1,1
496,29019,Brest,167,290190167,Rural Ouest,D,495,0.6789,0.722
497,29019,Brest,147,290190147,Le Guelmeur,H,496,1,1
498,29019,Brest,107,290190107,Kerbonne,H,497,1,1
499,29019,Brest,124,290190124,Siam-Saint Louis,H,498,1,1
500,29019,Brest,149,290190149,Le Bot-Pont Neuf,H,499,1,1
501,29019,Brest,120,290190120,Arsenal,A,500,1,1
502,29019,Brest,168,290190168,Keranroux,H,501,1,1
503,29019,Brest,157,290190157,Kerallan-Pen Ar Ch'Leuz,H,502,1,1
504,29019,Brest,137,290190137,Kerichen-Montaigne,H,503,1,1
505,29019,Brest,104,290190104,Poulleder-Kernabat,H,504,0.9215,0.9167
506,29019,Brest,156,290190156,Kergaradec-l'Hermitage,A,505,1,1
507,29019,Brest,160,290190160,Lambezellec,H,506,1,1
508,29019,Brest,129,290190129,Quizac,H,507,1,1
509,29019,Brest,110,290190110,Kerourien-Valy-Hir,H,508,1,1
510,29019,Brest,152,290190152,Menez Paul,H,509,1,1
511,29019,Brest,148,290190148,Saint-Marc,H,510,1,1
512,29019,Brest,158,290190158,Treornou-Croix Rouge,H,511,1,1
513,29019,Brest,142,290190142,Sebastopol,H,512,1,1
514,29019,Brest,155,290190155,Pontanezen,H,513,1,1
515,29019,Brest,136,290190136,Kerigonan,H,514,1,1
516,29019,Brest,133,290190133,Kerelle-Keredern Sud,H,515,1,1
517,29019,Brest,128,290190128,Kerhallet,H,516,1,1
518,29020,Briec,0,290200000,Briec,Z,517,0.7854,0.7772
519,29021,Brignogan-Plages,0,290210000,Brignogan-Plages,Z,518,0.3936,0.3739
520,29022,Camaret-sur-Mer,0,290220000,Camaret-sur-Mer,Z,519,0.9885,0.9942
521,29023,Carantec,0,290230000,Carantec,Z,520,0.0888,0.0748
522,29024,Carhaix-Plouguer,102,290240102,Nord,H,521,0.2637,0.2306
523,29024,Carhaix-Plouguer,101,290240101,Ouest,H,522,0.9066,0.9098
524,29024,Carhaix-Plouguer,103,290240103,Est,H,523,0.1915,0.1882
525,29025,Cast,0,290250000,Cast,Z,524,0.4595,0.4128
526,29026,Châteaulin,102,290260102,Rive Droite,H,525,0.9495,0.9491
527,29026,Châteaulin,101,290260101,Rive Gauche,H,526,0.9105,0.8902
528,29027,Châteauneuf-du-Faou,0,290270000,Châteauneuf-du-Faou,Z,527,0.9676,0.9519
529,29028,Cléden-Cap-Sizun,0,290280000,Cléden-Cap-Sizun,Z,528,0.6015,0.6838
530,29029,Cléden-Poher,0,290290000,Cléden-Poher,Z,529,0.5118,0.5846
531,29030,Cléder,0,290300000,Cléder,Z,530,0.9007,0.9154
532,29031,Clohars-Carnoët,0,290310000,Clohars-Carnoët,Z,531,0.5027,0.5208
533,29032,Clohars-Fouesnant,0,290320000,Clohars-Fouesnant,Z,532,0.8295,0.8438
534,29033,Le Cloître-Pleyben,0,290330000,Le Cloître-Pleyben,Z,533,0.2181,0.1667
535,29034,Le Cloître-Saint-Thégonnec,0,290340000,Le Cloître-Saint-Thégonnec,Z,534,0.0424,0.0582
536,29035,Coat-Méal,0,290350000,Coat-Méal,Z,535,0.3466,0.3627
537,29036,Collorec,0,290360000,Collorec,Z,536,0.0625,0.0324
538,29037,Combrit,0,290370000,Combrit,Z,537,0.9299,0.9563
539,29038,Commana,0,290380000,Commana,Z,538,0.3012,0.208
540,29039,Concarneau,106,290390106,Kerfeunteun-Kerandon,H,539,1,1
541,29039,Concarneau,101,290390101,Le Passage-Lanriec-Cabellou,H,540,0.6112,0.5995
542,29039,Concarneau,104,290390104,Ville Close-Centre Ville,H,541,1,1
543,29039,Concarneau,105,290390105,Porzambars-La Glaciere,H,542,1,1
544,29039,Concarneau,102,290390102,Lanriec,H,543,0.895,0.8857
545,29039,Concarneau,108,290390108,Maison Blanche-Lanadan-Sables Blancs,H,544,0.9803,0.9776
546,29039,Concarneau,103,290390103,Zi du Moros-Zone Portuaire,A,545,1,1
547,29039,Concarneau,107,290390107,Beuzec Conq-Lochrist-Parc-Menez,H,546,0.9572,0.955
548,29040,Le Conquet,0,290400000,Le Conquet,Z,547,0.9675,0.9679
549,29041,Coray,0,290410000,Coray,Z,548,0.959,0.9738
550,29042,Crozon,103,290420103,Le Fret-Tal Ar Groas,H,549,0.4186,0.4014
551,29042,Crozon,101,290420101,Bourg de Crozon,H,550,0.8974,0.8838
552,29042,Crozon,102,290420102,Morgat et Cap de la Chevre,H,551,0.7946,0.9694
553,29043,Daoulas,0,290430000,Daoulas,Z,552,0.9975,0.9988
554,29044,Dinéault,0,290440000,Dinéault,Z,553,0.8165,0.8294
555,29045,Dirinon,0,290450000,Dirinon,Z,554,0.7819,0.8171
556,29046,Douarnenez,103,290460103,Ploare 1,H,555,0.3305,0.341
557,29046,Douarnenez,107,290460107,Treboul 2,H,556,0.8856,0.8623
558,29046,Douarnenez,101,290460101,Centre Ville 1,H,557,0.4994,0.4772
559,29046,Douarnenez,106,290460106,Treboul 1,H,558,0.879,0.9049
560,29046,Douarnenez,102,290460102,Centre Ville 2,H,559,0.8297,0.8152
561,29046,Douarnenez,104,290460104,Ploare 2,H,560,0.9396,0.9478
562,29046,Douarnenez,105,290460105,Pouldavid,H,561,0.8507,0.8269
563,29047,Le Drennec,0,290470000,Le Drennec,Z,562,0.9991,0.9967
564,29048,Edern,0,290480000,Edern,Z,563,0.2367,0.4207
565,29049,Elliant,0,290490000,Elliant,Z,564,0.7937,0.8721
566,29051,Ergué-Gabéric,102,290510102,Sud,H,565,0.975,0.9652
567,29051,Ergué-Gabéric,103,290510103,Nord,H,566,0.9121,0.9303
568,29051,Ergué-Gabéric,101,290510101,Ouest,H,567,0.9586,0.9542
569,29052,Esquibien,0,290520000,Esquibien,Z,568,0.3653,0.3568
570,29053,Le Faou,0,290530000,Le Faou,Z,569,0.9885,0.9934
571,29054,La Feuillée,0,290540000,La Feuillée,Z,570,0.5583,0.5952
572,29055,Le Folgoët,0,290550000,Le Folgoët,Z,571,0.8357,0.8055
573,29056,La Forest-Landerneau,0,290560000,La Forest-Landerneau,Z,572,0.9817,0.9716
574,29057,La Forêt-Fouesnant,0,290570000,La Forêt-Fouesnant,Z,573,0.9435,0.9638
575,29058,Fouesnant,101,290580101,Mousterlin,H,574,0.9133,0.9066
576,29058,Fouesnant,102,290580102,Beg-Meil,H,575,0.9232,0.9405
577,29058,Fouesnant,103,290580103,Centre Cap Coz,H,576,0.7053,0.6739
578,29059,Garlan,0,290590000,Garlan,Z,577,0.5766,0.6069
579,29060,Gouesnach,0,290600000,Gouesnach,Z,578,0.7406,0.7539
580,29061,Gouesnou,102,290610102,Est,H,579,0.9727,0.9728
581,29061,Gouesnou,101,290610101,Kergaradec,A,580,1,1
582,29061,Gouesnou,104,290610104,Ouest,H,581,0.9227,0.9223
583,29061,Gouesnou,103,290610103,Bourg,H,582,1,1
584,29062,Gouézec,0,290620000,Gouézec,Z,583,0.3347,0.2865
585,29063,Goulien,0,290630000,Goulien,Z,584,0.293,0.2028
586,29064,Goulven,0,290640000,Goulven,Z,585,0.6856,0.7617
587,29065,Gourlizon,0,290650000,Gourlizon,Z,586,0.8137,0.8519
588,29066,Guengat,0,290660000,Guengat,Z,587,0.9772,0.9859
589,29067,Guerlesquin,0,290670000,Guerlesquin,Z,588,0.9051,0.9528
590,29068,Guiclan,0,290680000,Guiclan,Z,589,0.6322,0.6623
591,29069,Guilers,102,290690102,Bourg Sud,H,590,1,1
592,29069,Guilers,101,290690101,Bourg Nord,H,591,1,1
593,29069,Guilers,103,290690103,Rural,D,592,1,0.9875
594,29070,Guiler-sur-Goyen,0,290700000,Guiler-sur-Goyen,Z,593,0.5734,0.4309
595,29071,Guilligomarc'h,0,290710000,Guilligomarc'h,Z,594,0.7399,0.8847
596,29072,Guilvinec,0,290720000,Guilvinec,Z,595,0.9893,0.9904
597,29073,Guimaëc,0,290730000,Guimaëc,Z,596,0.4843,0.493
598,29074,Guimiliau,0,290740000,Guimiliau,Z,597,0.7423,0.6976
599,29075,Guipavas,102,290750102,Aeroport,A,598,0.5652,0.6667
600,29075,Guipavas,101,290750101,Habitat Epars,H,599,0.4598,0.4968
601,29075,Guipavas,103,290750103,Coataudon-Moulin Blanc,H,600,0.9761,0.974
602,29075,Guipavas,104,290750104,Bourg Nord,H,601,0.4764,0.4946
603,29075,Guipavas,105,290750105,Bourg Sud,H,602,0.5696,0.5691
604,29076,Guipronvel,0,290760000,Guipronvel,Z,603,0.4786,0.4413
605,29077,Guissény,0,290770000,Guissény,Z,604,0.3475,0.3162
606,29078,Hanvec,0,290780000,Hanvec,Z,605,0.5015,0.5073
607,29079,Henvic,0,290790000,Henvic,Z,606,0.7273,0.6647
608,29080,Hôpital-Camfrout,0,290800000,Hôpital-Camfrout,Z,607,0.8254,0.7534
609,29081,Huelgoat,0,290810000,Huelgoat,Z,608,0.5636,0.5689
610,29082,Île-de-Batz,0,290820000,Île-de-Batz,Z,609,0.2423,0.2398
611,29083,Île-de-Sein,0,290830000,Île-de-Sein,Z,610,,
612,29084,Île-Molène,0,290840000,Île-Molène,Z,611,,
613,29085,Île-Tudy,0,290850000,Île-Tudy,Z,612,0.5155,0.5275
614,29086,Irvillac,0,290860000,Irvillac,Z,613,0.3122,0.2651
615,29087,Le Juch,0,290870000,Le Juch,Z,614,0.5687,0.587
616,29089,Kergloff,0,290890000,Kergloff,Z,615,0.2241,0.2639
617,29090,Kerlaz,0,290900000,Kerlaz,Z,616,0.3319,0.2748
618,29091,Kerlouan,0,290910000,Kerlouan,Z,617,0.8973,0.8502
619,29093,Kernilis,0,290930000,Kernilis,Z,618,0.0435,0.0552
620,29094,Kernouës,0,290940000,Kernouës,Z,619,0.8006,0.7176
621,29095,Kersaint-Plabennec,0,290950000,Kersaint-Plabennec,Z,620,0.3203,0.2945
622,29097,Lampaul-Guimiliau,0,290970000,Lampaul-Guimiliau,Z,621,0.9889,0.9849
623,29098,Lampaul-Plouarzel,0,290980000,Lampaul-Plouarzel,Z,622,0.7958,0.7929
624,29099,Lampaul-Ploudalmézeau,0,290990000,Lampaul-Ploudalmézeau,Z,623,0.704,0.6485
625,29100,Lanarvily,0,291000000,Lanarvily,Z,624,0.5954,0.592
626,29101,Landéda,0,291010000,Landéda,Z,625,0.9142,0.9067
627,29102,Landeleau,0,291020000,Landeleau,Z,626,0.7443,0.7681
628,29103,Landerneau,106,291030106,Centre Ville Ouest,H,627,1,1
629,29103,Landerneau,101,291030101,Cimetiere-Nord,H,628,1,1
630,29103,Landerneau,103,291030103,Habitat Epars 1,H,629,0.9962,0.9954
631,29103,Landerneau,104,291030104,Keralan-Zi du Bois Noir,H,630,0.8896,0.879
632,29103,Landerneau,105,291030105,Habitat Epars 2,H,631,0.9063,0.8914
633,29103,Landerneau,102,291030102,La Garenne-Centre Ville Est,H,632,1,1
634,29104,Landévennec,0,291040000,Landévennec,Z,633,0.3593,0.3074
635,29105,Landivisiau,103,291050103,Tiez Nevez-Epis d'Or-La Montagne,H,634,0.8928,0.8899
636,29105,Landivisiau,104,291050104,Canick-La Vache Blanche-Le Drennec,H,635,0.6944,0.7136
637,29105,Landivisiau,101,291050101,Eglise-Lannouchen-Cite Marine,H,636,0.9908,0.987
638,29105,Landivisiau,102,291050102,Mairie-Kerzourat-Kerven,H,637,1,1
639,29106,Landrévarzec,0,291060000,Landrévarzec,Z,638,0.8022,0.7559
640,29107,Landudal,0,291070000,Landudal,Z,639,0.2325,0.2317
641,29108,Landudec,0,291080000,Landudec,Z,640,0.9769,0.9913
642,29109,Landunvez,0,291090000,Landunvez,Z,641,0.7221,0.7569
643,29110,Langolen,0,291100000,Langolen,Z,642,0.1365,0.1287
644,29111,Lanhouarneau,0,291110000,Lanhouarneau,Z,643,0.1929,0.1255
645,29112,Lanildut,0,291120000,Lanildut,Z,644,0.9254,0.924
646,29113,Lanmeur,0,291130000,Lanmeur,Z,645,0.938,0.9656
647,29114,Lannéanou,0,291140000,Lannéanou,Z,646,0.2372,0.1613
648,29115,Lannédern,0,291150000,Lannédern,Z,647,0.1832,0.1172
649,29116,Lanneuffret,0,291160000,Lanneuffret,Z,648,0.4872,0.5478
650,29117,Lannilis,0,291170000,Lannilis,Z,649,0.9897,0.9869
651,29119,Lanrivoaré,0,291190000,Lanrivoaré,Z,650,0.2626,0.2855
652,29120,Lanvéoc,0,291200000,Lanvéoc,Z,651,0.2615,0.2844
653,29122,Laz,0,291220000,Laz,Z,652,0.2653,0.215
654,29123,Lennon,0,291230000,Lennon,Z,653,0.6398,0.5802
655,29124,Lesneven,101,291240101,Parcou,H,654,0.985,0.9842
656,29124,Lesneven,103,291240103,Isles,H,655,1,1
657,29124,Lesneven,102,291240102,Le Duc,H,656,0.997,0.9962
658,29125,Leuhan,0,291250000,Leuhan,Z,657,0.3077,0.3067
659,29126,Loc-Brévalaire,0,291260000,Loc-Brévalaire,Z,658,0.449,0.5
660,29127,Loc-Eguiner-Saint-Thégonnec,0,291270000,Loc-Eguiner-Saint-Thégonnec,Z,659,0.4922,0.4261
661,29128,Loc-Eguiner,0,291280000,Loc-Eguiner,Z,660,0.7071,0.7213
662,29129,Locmaria-Berrien,0,291290000,Locmaria-Berrien,Z,661,0.4767,0.4123
663,29130,Locmaria-Plouzané,0,291300000,Locmaria-Plouzané,Z,662,0.8034,0.8017
664,29131,Locmélar,0,291310000,Locmélar,Z,663,0.7838,0.7929
665,29132,Locquénolé,0,291320000,Locquénolé,Z,664,0.1566,0.1531
666,29133,Locquirec,0,291330000,Locquirec,Z,665,0.3128,0.3085
667,29134,Locronan,0,291340000,Locronan,Z,666,0.711,0.7013
668,29135,Loctudy,0,291350000,Loctudy,Z,667,0.6709,0.6898
669,29136,Locunolé,0,291360000,Locunolé,Z,668,0.5131,0.4688
670,29137,Logonna-Daoulas,0,291370000,Logonna-Daoulas,Z,669,0.9215,0.8905
671,29139,Lopérec,0,291390000,Lopérec,Z,670,0.4686,0.502
672,29140,Loperhet,0,291400000,Loperhet,Z,671,0.8575,0.8604
673,29141,Loqueffret,0,291410000,Loqueffret,Z,672,0.0537,0.0318
674,29142,Lothey,0,291420000,Lothey,Z,673,0.6655,0.5749
675,29143,Mahalon,0,291430000,Mahalon,Z,674,0.3771,0.3526
676,29144,La Martyre,0,291440000,La Martyre,Z,675,0.1804,0.0949
677,29145,Confort-Meilars,0,291450000,Confort-Meilars,Z,676,0.4473,0.3214
678,29146,Melgven,0,291460000,Melgven,Z,677,0.9204,0.9501
679,29147,Mellac,0,291470000,Mellac,Z,678,0.409,0.4133
680,29148,Mespaul,0,291480000,Mespaul,Z,679,0.5368,0.4545
681,29149,Milizac,0,291490000,Milizac,Z,680,0.9578,0.9599
682,29150,Moëlan-sur-Mer,101,291500101,Bourg Nord,H,681,0.8231,0.7861
683,29150,Moëlan-sur-Mer,103,291500103,Kergroes,H,682,0.6968,0.733
684,29150,Moëlan-sur-Mer,102,291500102,Bourg Sud Est,H,683,0.7682,0.8053
685,29151,Morlaix,106,291510106,Boissiere-Coat Congar,H,684,0.9638,0.9558
686,29151,Morlaix,102,291510102,Porsmeur- Pors An Trez- Kernegues,H,685,1,1
687,29151,Morlaix,103,291510103,Jarlot- Ursulines,H,686,0.9945,0.9934
688,29151,Morlaix,105,291510105,Coat Serho-Vierge Noire,H,687,0.9888,0.9915
689,29151,Morlaix,101,291510101,Centre ville,H,688,1,1
690,29151,Morlaix,107,291510107,Ploujean,H,689,0.6368,0.6333
691,29151,Morlaix,104,291510104,Madeleine-Ty Dour,H,690,0.9993,0.9987
692,29152,Motreff,0,291520000,Motreff,Z,691,0.1611,0.0599
693,29153,Névez,0,291530000,Névez,Z,692,0.6955,0.676
694,29155,Ouessant,0,291550000,Ouessant,Z,693,,
695,29156,Pencran,0,291560000,Pencran,Z,694,0.9121,0.927
696,29158,Penmarch,102,291580102,Penmarc h-Kerity,H,695,0.5807,0.5783
697,29158,Penmarch,101,291580101,St-Guenole-St Pierre,H,696,0.0054,0.0053
698,29159,Peumerit,0,291590000,Peumerit,Z,697,0.9173,0.952
699,29160,Plabennec,103,291600103,Kergoallou,H,698,0.9855,0.9899
700,29160,Plabennec,101,291600101,Keraziou,H,699,0.9719,0.9845
701,29160,Plabennec,102,291600102,La Motte,H,700,0.9837,0.9937
702,29161,Pleuven,0,291610000,Pleuven,Z,701,0.9989,0.9977
703,29162,Pleyben,0,291620000,Pleyben,Z,702,0.8989,0.9237
704,29163,Pleyber-Christ,0,291630000,Pleyber-Christ,Z,703,0.9674,0.9697
705,29165,Plobannalec-Lesconil,0,291650000,Plobannalec-Lesconil,Z,704,0.8816,0.9037
706,29166,Ploéven,0,291660000,Ploéven,Z,705,0.7319,0.8208
707,29167,Plogastel-Saint-Germain,0,291670000,Plogastel-Saint-Germain,Z,706,0.9416,0.9652
708,29168,Plogoff,0,291680000,Plogoff,Z,707,0.7519,0.7707
709,29169,Plogonnec,0,291690000,Plogonnec,Z,708,0.8558,0.8412
710,29170,Plomelin,0,291700000,Plomelin,Z,709,0.6953,0.694
711,29171,Plomeur,0,291710000,Plomeur,Z,710,0.9308,0.9342
712,29172,Plomodiern,0,291720000,Plomodiern,Z,711,0.2448,0.2471
713,29173,Plonéis,0,291730000,Plonéis,Z,712,0.9053,0.9042
714,29174,Plonéour-Lanvern,0,291740000,Plonéour-Lanvern,Z,713,0.8359,0.8354
715,29175,Plonévez-du-Faou,0,291750000,Plonévez-du-Faou,Z,714,0.833,0.8807
716,29176,Plonévez-Porzay,0,291760000,Plonévez-Porzay,Z,715,0.8917,0.8551
717,29177,Plouarzel,0,291770000,Plouarzel,Z,716,0.6216,0.6219
718,29178,Ploudalmézeau,0,291780000,Ploudalmézeau,Z,717,0.9983,0.9972
719,29179,Ploudaniel,0,291790000,Ploudaniel,Z,718,0.9376,0.9269
720,29180,Ploudiry,0,291800000,Ploudiry,Z,719,0.2306,0.1826
721,29181,Plouédern,0,291810000,Plouédern,Z,720,0.9932,0.9897
722,29182,Plouégat-Guérand,0,291820000,Plouégat-Guérand,Z,721,0.5419,0.4771
723,29183,Plouégat-Moysan,0,291830000,Plouégat-Moysan,Z,722,0.981,0.9834
724,29184,Plouénan,0,291840000,Plouénan,Z,723,0.8926,0.9382
725,29185,Plouescat,0,291850000,Plouescat,Z,724,0.9701,0.9522
726,29186,Plouezoc'h,0,291860000,Plouezoc'h,Z,725,0.1489,0.1078
727,29187,Plougar,0,291870000,Plougar,Z,726,0.2619,0.1538
728,29188,Plougasnou,0,291880000,Plougasnou,Z,727,0.0003,0.0007
729,29189,Plougastel-Daoulas,103,291890103,Elorn-Tinduff,H,728,0.5913,0.5392
730,29189,Plougastel-Daoulas,107,291890107,Bourg Sud,H,729,0.97,0.9675
731,29189,Plougastel-Daoulas,106,291890106,Bourg Nord,H,730,0.9853,0.9839
732,29189,Plougastel-Daoulas,105,291890105,Keraliou-Passage,H,731,0.9762,0.9782
733,29189,Plougastel-Daoulas,104,291890104,Armorique,H,732,0.573,0.5588
734,29190,Plougonvelin,0,291900000,Plougonvelin,Z,733,0.8873,0.8837
735,29191,Plougonven,0,291910000,Plougonven,Z,734,0.8867,0.9284
736,29192,Plougoulm,0,291920000,Plougoulm,Z,735,0.5155,0.5372
737,29193,Plougourvest,0,291930000,Plougourvest,Z,736,0.5333,0.5183
738,29195,Plouguerneau,101,291950101,Plouguerneau- Le Grouaneg,H,737,0.9534,0.9274
739,29195,Plouguerneau,102,291950102,Lilia-St Michel,H,738,0.7776,0.8027
740,29196,Plouguin,0,291960000,Plouguin,Z,739,0.9843,0.9939
741,29197,Plouhinec,0,291970000,Plouhinec,Z,740,0.739,0.7383
742,29198,Plouider,0,291980000,Plouider,Z,741,0.9685,0.9557
743,29199,Plouigneau,0,291990000,Plouigneau,Z,742,0.6479,0.6428
744,29201,Ploumoguer,0,292010000,Ploumoguer,Z,743,0.8357,0.8193
745,29202,Plounéour-Ménez,0,292020000,Plounéour-Ménez,Z,744,0.7413,0.8676
746,29203,Plounéour-Trez,0,292030000,Plounéour-Trez,Z,745,0.4157,0.3662
747,29204,Plounéventer,0,292040000,Plounéventer,Z,746,0.1987,0.23
748,29205,Plounévézel,0,292050000,Plounévézel,Z,747,0.1426,0.1832
749,29206,Plounévez-Lochrist,0,292060000,Plounévez-Lochrist,Z,748,0.9331,0.9549
750,29207,Plourin-lès-Morlaix,0,292070000,Plourin-lès-Morlaix,Z,749,0.9417,0.9764
751,29208,Plourin,0,292080000,Plourin,Z,750,0.7417,0.7054
752,29209,Plouvien,0,292090000,Plouvien,Z,751,0.9531,0.9825
753,29210,Plouvorn,0,292100000,Plouvorn,Z,752,0.9583,0.9809
754,29211,Plouyé,0,292110000,Plouyé,Z,753,0.4436,0.4292
755,29212,Plouzané,102,292120102,Castel Nevez,H,754,0.9971,0.9976
756,29212,Plouzané,104,292120104,La Trinite,H,755,0.6415,0.6257
757,29212,Plouzané,101,292120101,Bourg,H,756,0.9064,0.9042
758,29212,Plouzané,103,292120103,Kerallan,H,757,1,1
759,29212,Plouzané,105,292120105,Habitat Epars,D,758,0.8243,0.8301
760,29212,Plouzané,106,292120106,Technopole,A,759,0.6786,0.5682
761,29213,Plouzévédé,0,292130000,Plouzévédé,Z,760,0.9911,0.9946
762,29214,Plovan,0,292140000,Plovan,Z,761,0.3887,0.2795
763,29215,Plozévet,0,292150000,Plozévet,Z,762,0.9429,0.9346
764,29216,Pluguffan,0,292160000,Pluguffan,Z,763,0.9586,0.9714
765,29217,Pont-Aven,0,292170000,Pont-Aven,Z,764,0.9788,0.9898
766,29218,Pont-Croix,0,292180000,Pont-Croix,Z,765,0.9783,0.9947
767,29219,Le Ponthou,0,292190000,Le Ponthou,Z,766,0.4805,0.4267
768,29220,Pont-l'Abbé,102,292200102,Le Guiric-Trebehoret,H,767,0.0013,0.0011
769,29220,Pont-l'Abbé,103,292200103,Kerarthur- Le Guerdy,H,768,0.0057,0.0007
770,29220,Pont-l'Abbé,101,292200101,Lambour,H,769,0.1489,0.0842
771,29221,Porspoder,0,292210000,Porspoder,Z,770,0.9086,0.9019
772,29222,Port-Launay,0,292220000,Port-Launay,Z,771,1,1
773,29224,Pouldergat,0,292240000,Pouldergat,Z,772,0.4073,0.4084
774,29225,Pouldreuzic,0,292250000,Pouldreuzic,Z,773,0.9317,0.9421
775,29226,Poullan-sur-Mer,0,292260000,Poullan-sur-Mer,Z,774,0.3199,0.2723
776,29227,Poullaouen,0,292270000,Poullaouen,Z,775,0.8541,0.9217
777,29228,Primelin,0,292280000,Primelin,Z,776,0.4927,0.4564
778,29229,Quéménéven,0,292290000,Quéménéven,Z,777,0.8391,0.8218
779,29230,Querrien,0,292300000,Querrien,Z,778,0.7774,0.8472
780,29232,Quimper,120,292320120,Kermoisan,H,779,1,1
781,29232,Quimper,130,292320130,Penvillers-Metairie Neuve,H,780,0.9975,0.9976
782,29232,Quimper,115,292320115,Frugy-Pen Ar Stang,H,781,0.9983,0.9984
783,29232,Quimper,135,292320135,Nord Kerfeunteun-Penhars,H,782,0.9754,0.9707
784,29232,Quimper,132,292320132,Prat Ar Rouz-Terre Noire,H,783,0.989,0.992
785,29232,Quimper,134,292320134,Coat Ty Dreux-Moulin Vert,H,784,0.9611,0.9605
786,29232,Quimper,121,292320121,Rue de Vendee-Bd de Bretagne,H,785,1,1
787,29232,Quimper,104,292320104,Guerlac h-Pen Ar Run,H,786,0.9985,0.997
788,29232,Quimper,123,292320123,Rosmadec-Kergos,H,787,0.9884,0.9796
789,29232,Quimper,113,292320113,Braden-Saint Laurent,H,788,1,1
790,29232,Quimper,107,292320107,La Foret-Cuzon,H,789,1,1
791,29232,Quimper,111,292320111,Kervillou-Quistinidal,H,790,0.7959,0.8213
792,29232,Quimper,112,292320112,Kerambellec-Ty Bos-Bourdonnel,H,791,0.8082,0.8168
793,29232,Quimper,129,292320129,Sud Ergue Armel,D,792,0.9405,0.9406
794,29232,Quimper,102,292320102,Providence-Saint Mathieu,H,793,0.8645,0.867
795,29232,Quimper,117,292320117,Coz Maner-Kernoter,H,794,1,1
796,29232,Quimper,131,292320131,Penhars-Kergestin,H,795,1,1
797,29232,Quimper,119,292320119,Place d'Ecosse-Rue du Limousin,H,796,1,1
798,29232,Quimper,103,292320103,Gare-Coteau du Frugy,H,797,0.9864,0.9914
799,29232,Quimper,109,292320109,La Tourelle-Kergoat Al Lez,H,798,1,1
800,29232,Quimper,114,292320114,Braden-Croas Ar Plouz,H,799,1,1
801,29232,Quimper,110,292320110,l'Eau Blanche-Kerlaeron,H,800,0.9568,0.953
802,29232,Quimper,108,292320108,Kervir-Rozolen,H,801,1,1
803,29232,Quimper,116,292320116,Locmaria-Creac h Cadic,H,802,1,1
804,29232,Quimper,106,292320106,Kermoguer-Kerroue,H,803,0.9018,0.9111
805,29232,Quimper,122,292320122,Cap Horn-Penanguer-Merdy,H,804,1,1
806,29232,Quimper,133,292320133,Cosquer-Kermabeuzen,H,805,0.8205,0.8217
807,29232,Quimper,101,292320101,Quimper Centre,H,806,0.8273,0.815
808,29232,Quimper,118,292320118,Paludec-Kervilien-Kerlagatu,H,807,0.9924,0.9944
809,29233,Quimperlé,101,292330101,La Haute Ville,H,808,1,1
810,29233,Quimperlé,104,292330104,Basse Ville,H,809,0.9619,0.9733
811,29233,Quimperlé,103,292330103,Lezardeau-Kerneuzec,H,810,0.7889,0.7885
812,29233,Quimperlé,105,292330105,Les Villages-La Foret,D,811,0.648,0.6742
813,29233,Quimperlé,102,292330102,Kerjouanneau-Kerbertrand,H,812,0.9456,0.9475
814,29234,Rédené,0,292340000,Rédené,Z,813,0.9442,0.9478
815,29235,Le Relecq-Kerhuon,102,292350102,La Corniche,H,814,0.7903,0.7768
816,29235,Le Relecq-Kerhuon,105,292350105,Anse de Kerhuon,D,815,0.9054,0.8846
817,29235,Le Relecq-Kerhuon,104,292350104,Kermadec,H,816,0.8718,0.894
818,29235,Le Relecq-Kerhuon,101,292350101,Bourg,H,817,0.9466,0.9529
819,29235,Le Relecq-Kerhuon,103,292350103,Pont de l'Iroise Rocade Sud,H,818,1,1
820,29236,Riec-sur-Bélon,0,292360000,Riec-sur-Bélon,Z,819,0.3457,0.3964
821,29237,La Roche-Maurice,0,292370000,La Roche-Maurice,Z,820,0.2192,0.2335
822,29238,Roscanvel,0,292380000,Roscanvel,Z,821,0.0322,0.0548
823,29239,Roscoff,0,292390000,Roscoff,Z,822,0.9045,0.8899
824,29240,Rosnoën,0,292400000,Rosnoën,Z,823,0.6655,0.6464
825,29241,Rosporden,102,292410102,Nord Est,H,824,0.7168,0.7202
826,29241,Rosporden,103,292410103,Sud,H,825,0.2222,0.1538
827,29241,Rosporden,101,292410101,Nord Ouest,H,826,0.0608,0.0514
828,29243,Saint-Coulitz,0,292430000,Saint-Coulitz,Z,827,0.875,0.8571
829,29244,Saint-Derrien,0,292440000,Saint-Derrien,Z,828,0.0097,0.0092
830,29245,Saint-Divy,0,292450000,Saint-Divy,Z,829,0.8294,0.8508
831,29246,Saint-Eloy,0,292460000,Saint-Eloy,Z,830,0.1705,0.1358
832,29247,Saint-Évarzec,0,292470000,Saint-Évarzec,Z,831,0.9928,0.9905
833,29248,Saint-Frégant,0,292480000,Saint-Frégant,Z,832,0.6952,0.8167
834,29249,Saint-Goazec,0,292490000,Saint-Goazec,Z,833,0.4839,0.4194
