Site_name,Transmitter Easting,Transmitter northing,Transmitter height,abs_pop,abs_area
63248_001,644205.81,2081326.74,16.2,205,30.875
62427_001,644208,2602000,23.1,2693,3.1775
63223_001,644260.58,2124398.9,24.1,426,38.955
62427_004,644290.95,2603300.56,15.8,2690,1.27
45083_001,644295,2325445,32.15,1402,24.3325
58086_004,644347.52,2268896.72,32,2777,11.275
66136_025,644450.78,1743837.23,32.7,5509,2.0975
11012_001,644474,1812796,25,3137,50.885
58086_001,644489.95,2265757.53,44,2752,34.19
60069_001,644499.85,2462728.13,24.2,859,36.145
59128_003,644561.59,2627912.2,19.65,3243,10.055
11264_001,644607.03,1800091.45,14,1921,43.0925
59266_001,644724.79,2618937.76,31.5,2512,12.1175
62427_011,644737.61,2605964.92,27,1283,5.9925
66136_044,644829,1741096,10.7,4185,8.06
66136_003,644848.03,1743346.01,27.9,2663,0.7325
62427_007,644882.03,2599141.26,24.35,587,7.4175
77475_001,644887.05,2441055.65,22.1,3311,15.6325
58086_005,644918,2267428,32,2678,13.275
59553_002,645032.88,2621914.77,15.5,1093,2.5525
59286_002,645126.88,2624201.36,17,3983,2.535
66136_041,645143.83,1742699.31,25.8,2244,1.275
59457_006,645163.22,2630969.65,17.5,5318,12.7125
62274_005,645172.84,2604551,31.3,594,3.4075
62637_005,645231.27,2607935.04,39,540,4.5975
66136_023,645299.03,1745873.98,27.7,5155,2.655
66164_003,645400,1755720,19.9,52,23.2725
66136_022,645496,1745191,23.3,3510,0.9925
77476_001,645515,2449070,33.16,567,30.4675
66136_006,645535.97,1743897.01,32.69,6146,0.735
77172_001,645539,2373041,49.2,1940,36.7825
59286_006,645567.38,2623049.08,17.4,1399,3.19
59566_003,645582.19,2626968.56,29.7,3200,4.52
66136_021,645606.62,1748270.08,15.9,1931,8.0275
63381_001,645608,2095898,32,114,8.465
66136_029,645624,1743411.01,21,3396,0.61
62427_012,645647.99,2599629.99,27,599,6.4425
15248_001,645660.11,2005653.99,36,641,80.86
60348_001,645694,2507789.04,31.25,872,15.855
62907_006,645802.01,2610140.99,27,2211,5.8275
77305_002,645810,2376310,30.5,5274,4.48
59286_003,645827.01,2624144,23.3,4316,2.8375
77305_001,645844,2377792,61,4842,15.055
77393_001,645859,2409979,28.95,2308,39.21
66136_031,645863,1744497,29,4112,1.0175
77489_001,645960,2357770,24.8,388,28.255
63290_001,645980,2097655,25.5,165,19.31
77224_001,646054,2419615,33.3,316,16.5825
03155_001,646062.63,2191784.24,18,1237,69.065
58187_002,646079.56,2273652.05,30.8,760,34.96
66164_004,646098,1752851,19.6,353,14.1225
63038_001,646169.62,2056895.98,23.88,863,28.7275
34187_001,646171,1838155.06,14.3,505,32.325
62624_002,646225.51,2602132.2,16.1,2595,4.335
77531_001,646244,2364924,40,1634,31.2875
62274_003,646310.01,2603878,22.6,3293,4.2325
66136_045,646343,1744063,19.5,1944,0.2525
66011_002,646410,1732938,9.3,2917,22.78
77135_001,646435,2404295,19.65,896,25.1725
66136_030,646465,1742743,30.8,7803,1.915
62865_002,646526,2592412,30.7,2693,17.535
63206_001,646534.44,2106633.97,17.4,784,23.29
89046_001,646540.94,2300590.33,37,1145,56.345
77211_002,646587,2399190,18.1,580,22.7425
59266_003,646620,2616419.99,24,2785,11.2225
62907_003,646652.38,2608766.5,18,2981,2.8125
59350_055,646763.58,2628177.73,18.9,2774,1.455
77203_001,646798,2443498,37,791,12.25
62673_001,646835,2576378,20.6,740,44.2725
77257_003,646841,2448219.99,38,252,13.4025
11353_001,646847.29,1806166.52,34,3649,31.235
60471_003,646903.74,2510132.31,38.15,2560,18.0125
34021_001,646952,1828799,32.2,817,54.3375
66190_002,646954.38,1758632.02,27.5,1817,35.52
59482_001,646979.81,2635513.08,24,3633,13.525
60471_006,647014.65,2508756.08,21,2411,7.745
18108_001,647016.02,2216399.05,30.5,2262,55.485
77305_003,647060,2376360,22.1,597,4.6225
77305_004,647070,2378795,39.3,1621,13.765
03320_001,647081.2,2172925.82,17.35,590,51.755
66136_051,647151.94,1744055.92,28.5,7983,5.73
77360_001,647170,2415290,30,867,35.2575
77089_001,647211.14,2390419.74,34.8,556,23.695
58228_002,647230,2256560,25.8,1213,94.6775
59152_001,647290.1,2641234.54,14.4,5398,7.4275
62907_001,647320.89,2610533.81,19.5,3548,6.6175
80150_002,647325,2547109,37.3,713,25.63
03186_002,647352.08,2146405.8,16,1197,28.83
77327_004,647360,2395560,22.3,554,12.1275
60491_001,647360,2484080,30.7,1052,29.8125
59350_057,647388.5,2626269.2,23.8,2715,2.3125
11295_002,647434.62,1782690.06,17.3,880,12.905
45287_001,647462.1,2339831.35,36.2,506,28.45
63419_001,647499.62,2130259.18,35.5,363,40.5275
63381_003,647582,2090835,25.3,0,8.095
18242_001,647622,2204023,35.85,1204,64.6625
59350_056,647637.79,2627360.78,47.15,4895,2.2825
59350_058,647705.93,2628321.84,30.9,4601,1.7575
59360_001,647714.96,2624114.63,27.9,6854,2.8025
77245_002,647729,2385973,33.3,239,13.9025
80811_001,647740,2531760,24.1,1129,42.21
66136_017,647757.35,1743279.99,21.1,3685,2.2375
66196_001,647760.47,1725445.77,27.3,4302,26.2325
62637_003,647795,2607759.99,20,4887,5.4075
60661_001,647852.07,2471067.04,35,675,20.9225
62909_001,647889,2563844,24.7,1022,42
59328_007,647968,2629820.99,36.65,2033,6.335
80601_001,648029.94,2554951.92,35,643,31.13
59360_004,648100,2625537,21,546,0.945
63401_003,648125,2062970.01,21,553,40.2275
59611_001,648149,2632716.99,21.5,1289,9.04
77270_001,648183,2430687,37.3,903,50.2275
62280_001,648205.01,2583605,19.1,936,37.4225
59152_005,648238.95,2637696.67,29.2,899,23.205
45026_002,648249.37,2346556.03,24.3,568,27.065
59462_001,648290.53,2614443.47,28.3,2978,11
03046_004,648392.92,2162206.67,31,756,45
66141_001,648445.87,1748484.95,22.2,5299,6.8025
62173_002,648536,2593329.99,21.5,3264,16.555
59360_002,648544.29,2624402.83,16.55,2592,0.9475
18118_001,648574,2226970,25.7,1372,19.4375
60083_001,648575,2476850,29.9,781,27.1325
62249_001,648613.75,2603235.64,22,4859,8.1525
63198_001,648635.52,2103468.07,35.15,662,43.84
11255_001,648776.93,1796101.59,25.7,668,24.09
15001_001,648784.49,2027294.35,18.4,621,69.41
59350_034,648833.03,2626410.98,29.3,3542,1.1725
63263_001,648843,2085984,7,2096,48.9575
66227_001,648846.12,1735951.68,27.3,4021,18.5475
66028_004,648870.21,1741829.25,35.5,7033,14.475
59560_009,648931,2616798,17.8,4398,3.9325
60641_001,648960,2497670,32,1795,27.7925
60255_002,648976.61,2520863.78,31.2,593,43.8075
66021_001,649035.37,1746061.61,22.3,2667,10.655
03186_001,649050.02,2147869.51,29.65,446,54.9875
59328_005,649065,2629219,44.95,5447,2.3925
34092_004,649074,1816172,9.3,1367,17.36
59648_001,649110.97,2622148.03,49.7,2972,8.9775
59328_002,649131.98,2628222.06,26.8,2620,0.965
59350_039,649209.38,2625852.06,17.2,445,0.1525
11258_001,649218.86,1803370.73,16,1770,8.835
77176_001,649235,2421353,21.5,1861,14.7725
59452_003,649280,2606520,26.75,4793,11.0475
03046_003,649281.43,2166680.99,31,476,54.3875
59328_003,649300.25,2627310.45,27,3236,0.9575
11379_003,649313.28,1785673.78,17.8,84,19.985
60471_001,649331.98,2509715.69,23,3936,12.695
59350_038,649519.92,2625254.23,44.55,6401,1.5425
80658_001,649580,2537130,29.5,394,46.085
63383_002,649603.76,2059117.5,19.3,124,11.9975
60167_001,649610.55,2490067.62,43.65,2733,18.3575
59350_071,649622.4,2626411.25,35.5,2345,0.65
45281_001,649693.28,2337330.95,46.6,652,45.2225
59585_001,649745.9,2620522.69,28.3,1713,4.405
59630_001,649748.71,2610674.24,18,1581,4.52
77327_001,649861,2396318,35.17,4432,37.9125
59350_060,649888.81,2624141.66,23.35,1825,1.1175
11398_002,649893,1768623,15.3,707,52.035
59165_003,649920,2597450,22.35,1212,10.2625
59560_008,649925,2618400,23,2492,6.4775
89100_001,649928.99,2356641.17,31.6,1314,40.58
34160_001,649938,1841398,25,224,15.585
59328_001,649948.03,2628460.98,29.95,2899,1.41
77257_001,649973.99,2448040.93,26.6,2323,20.8575
77201_001,650031,2404441,28.3,624,43.0175
77279_002,650040,2376610,27.75,524,11.3775
66050_001,650076,1750369,25.5,2417,15.0175
59350_014,650122.34,2626962.01,31.6,3219,0.7175
59350_032,650132.97,2626259.96,27.6,3743,0.4075
63026_003,650133,2073493,24.35,688,12.2825
11322_001,650138.18,1776273.75,8.5,852,15.31
59527_005,650190.98,2629891.03,17.5,2833,1.045
11024_005,650245,1790357,27.5,1023,25.4425
58164_001,650259.02,2248170.05,17,455,32.0725
60129_002,650260.69,2501281.79,26.8,851,10.6275
59648_002,650282.32,2621682.99,31.2,4682,2.5725
59350_059,650286.99,2623536.98,44.9,3361,2.04
11262_020,650319.89,1801308.01,25,929,34.5725
77084_002,650328,2443403,32,834,24.21
59350_036,650340.31,2625592.79,42,6156,0.7425
59560_005,650505,2615069.99,24.3,1289,8.985
66176_001,650550,1753080,26.5,2222,22.09
59350_074,650578.73,2624554.45,27.7,2669,1.0375
77371_002,650581,2424343,24.5,2611,11.365
59386_007,650692.49,2631958.31,25.15,1765,2.545
59350_015,650715.91,2628042.13,24,1101,0.81
59527_002,650729.09,2630722.5,24.35,2583,2.04
59350_042,650736.99,2626003.98,18.1,2876,0.275
59636_001,650754.79,2632794.82,26.3,3527,5.6525
80557_001,650780,2542694,19.7,558,30.975
59350_062,650854,2626808,27.9,4020,0.37
80475_001,650883,2555575,23.8,517,34.8925
59350_043,650911.25,2627097.59,27,3350,0.3525
59220_006,650914,2622877,17.5,1687,1.0275
62825_001,650924.91,2588411.27,31,2648,25.77
11269_002,650927.4,1810278.83,24,1943,45.7075
77409_001,650980,2378387,30.3,1474,26.0525
59350_035,650981.37,2626377.79,21.2,2375,0.18
77415_001,651013.08,2436998.26,57.2,843,53.4
60448_001,651087,2457924,17.3,858,48.615
59350_003,651098.69,2627968.25,17.9,1275,0.135
59350_061,651145,2625738.24,18.2,2371,0.2275
45149_001,651150,2344780,30.7,394,20.2375
59350_077,651219.09,2625083.83,18.9,2575,0.5375
59560_006,651236.89,2618032.68,10.94,101,1.7975
11379_002,651252,1780148,21.8,3645,31.6075
59350_011,651302.99,2627621.72,16.8,1954,0.1825
59234_001,651307.48,2599818.96,27.3,3279,7.96
59098_002,651325.97,2641830.15,18.5,3124,17.4075
59350_016,651358.07,2627275.72,18.6,1629,0.1375
59220_003,651378.2,2623856.62,13.77,1819,0.4675
59350_075,651391.98,2626906.6,21.8,847,0.1525
59585_004,651408.59,2619660.75,15.65,1398,2.7725
80274_002,651415,2527143,22.9,1454,24.105
59350_009,651463.78,2628581.91,28.35,3241,0.9575
59350_021,651470.71,2625449.14,22.2,1740,0.17
66189_001,651501.68,1739295.86,27,4457,15.0125
59592_001,651551.52,2608690.55,33,2618,8.9
59350_006,651578.21,2628097.53,20.2,1905,0.3825
66065_002,651583,1732383,28,1017,9.6625
59156_002,651633,2594815.99,20,2413,4.725
59350_018,651685.31,2626017.48,27.05,3631,0.415
59178_005,651757,2597654,38,2648,2.6025
60305_002,651801.95,2486450.14,36.3,723,44.115
59350_004,651833.02,2627277.99,24.15,1720,0.1775
59178_016,651869.99,2598679.98,23.5,3598,1.895
59028_003,651883.01,2602612,26,3182,4.885
66028_006,651894.9,1742951.44,25,1247,17.59
59386_001,651925.79,2631262,28.4,4601,3.05
66133_001,651966,1730359,27.3,2181,16.9975
59507_003,651985.47,2623569.26,18.7,4494,1.3375
12203_001,651995,1886223.03,20.35,838,73.5875
59350_024,652014.24,2626790.91,41.7,4605,0.585
63380_001,652018,2065363,27.3,277,35.09
59368_004,652034.68,2629084.45,34,7403,1.4025
59350_084,652056,2627143,3,0,0.0125
62497_001,652067.11,2604179.3,31.6,5969,11.315
59350_030,652111.98,2625740.06,20.8,2770,0.3925
60291_001,652117.7,2518401.25,20.8,1493,38.565
11024_004,652139,1794684,11.9,956,10.125
59178_006,652145.26,2596988.62,25,3497,2.09
66065_001,652193.2,1733455.74,21.5,3798,4.8275
63382_001,652202.65,2118169.31,26,271,23.4025
59350_022,652263,2625092,19.5,3600,0.9175
59350_005,652303.23,2627202.78,52.2,1591,0.9125
66168_001,652324.56,1726420.57,17.3,3651,14.0025
34201_001,652362,1825283,22,610,13.1875
59220_002,652368.63,2622257.32,20.7,4469,2.685
59368_002,652394.97,2628501.05,24,2775,0.7175
59034_001,652400,2617179.99,26.5,1331,10.5975
59378_016,652413,2630626.99,16.5,3529,1.07
63345_001,652440,2079588,11.2,1008,7.4475
59352_001,652503.52,2638546.04,25.1,4912,16.4825
15045_001,652511.15,1983014.89,21.6,672,21.61
59350_023,652522.73,2626405.47,34.6,1693,0.78
11262_026,652545,1796757,28.5,2025,6.4175
34089_001,652553,1821253,25,535,24.5675
59178_018,652572.7,2597718.7,16,2008,0.4275
11144_001,652645.98,1765735.96,10.5,751,19.355
59234_002,652675,2600445,27.5,2325,3.5125
59350_020,652698.7,2625492.6,38.05,2218,1.7425
59178_003,652735.3,2598298.43,25.4,2847,1.1225
77509_001,652739,2387693,24.9,350,14.2075
59609_003,652780,2620220,19.2,922,2.9475
59350_052,652851.43,2628999.37,30.1,4055,0.71
62559_001,652884,2579970,35.5,1582,49.59
11024_003,652908.98,1798806.66,21.7,4814,7.79
59178_008,652922.28,2596006.58,28.1,3993,2.2075
59098_001,652931.09,2642267.23,29,2127,7.4925
59350_051,652933.97,2627381.53,34.1,4063,0.5725
59378_011,652935.77,2629806.48,35.85,5187,1.705
59507_002,652946.01,2624096.01,19,3549,1.415
59090_003,652975,2633475,14.8,715,3.605
77311_001,653032,2384454,22.2,795,15.2325
59378_018,653238.05,2629297.39,27.4,4225,1.3075
11262_001,653283.75,1795644.38,22.5,1098,15.3225
62284_001,653350,2584670,23.7,2028,19.9575
59410_007,653362.01,2627896.63,23.6,3698,0.99
59178_009,653436.31,2597955.11,19,2574,0.92
59090_002,653496,2634661,21.1,4352,7.815
59220_001,653516.66,2620978.17,17.35,300,2.0675
66002_003,653533.76,1736913.53,25.3,2221,14.1425
59350_050,653560.35,2626459.93,41.5,7826,1.49
11262_002,653606.02,1797376.08,11.3,1437,0.5175
15164_002,653678.27,2006230.85,27,222,41.6025
11188_002,653691,1774064,12.8,1473,54.8425
59507_001,653728,2622830,29,4692,1.96
59350_053,653735.94,2627098.78,24,2964,0.595
12062_001,653775,1905195.01,26,142,23.725
59178_004,653823.33,2598474.83,21.3,1555,1.475
80410_001,653846.65,2528697.29,37.5,3135,41.105
77343_001,653855,2450561,22.3,641,32.5525
80677_001,653900,2551400,27,1794,62.31
59178_015,653920,2596434.99,30,2147,1.8925
59411_001,653953.97,2610483.04,34,3265,24.415
11262_009,654118.06,1798263.69,18.3,3564,0.9275
59178_017,654165.29,2599549.5,21.6,1361,2.0575
45115_001,654204.15,2337926.92,31.55,2101,27.9275
77433_001,654257.01,2422223,31,3725,36.35
59343_007,654261.21,2622398.6,24.3,1735,1.6525
60445_001,654301.1,2497928.98,19.5,140,40.98
59410_005,654306.09,2627345.23,24.4,3675,0.89
66212_003,654350,1750050,26.2,2711,13.98
60037_001,654402,2510694,15.5,1200,33.8025
89344_001,654409.72,2293141.8,32.5,1096,37.8825
77279_001,654514.11,2375683.5,27.2,605,21.555
66171_001,654517.89,1734860.51,31.1,4852,17.04
59378_001,654522.6,2629217.48,32.15,4467,3.09
59569_002,654543.99,2594567.51,52.3,3492,22.0625
59178_007,654544.79,2600719.76,19.2,955,1.915
11262_031,654550,1798475,17.7,2200,0.37
15231_001,654600.01,2015978.95,21.15,1179,100.3825
59509_001,654610.12,2602109.55,52,4414,9.5625
11262_011,654615.59,1797801.11,19,7658,2.7175
66037_008,654656.64,1744905.22,18.5,2383,8.59
66180_001,654682,1751958,22.3,6170,7.3175
59090_001,654762.05,2636508.62,22.15,1124,2.56
02810_002,654790.48,2473641.1,27.7,3112,14.085
59569_004,654857.04,2596195.9,30.8,2338,1.88
59343_002,654864.01,2621268.5,20.95,841,1.4075
59350_073,654899.37,2625516.05,31,5893,3.5375
59343_003,654913.68,2620508.73,27.3,263,7.7075
59279_002,655012.68,2642851.7,15.5,1729,3.9875
12145_016,655037.74,1900488.36,9.85,135,17.1525
59343_005,655040,2622510,25.9,2158,3.6675
59410_004,655061.99,2628017.01,40.84,5396,1.2
60189_001,655095.4,2504977.49,37.7,718,21.895
59569_001,655098,2596782,27.75,3885,2.2275
59508_004,655159.61,2638400.8,26,3220,5.8475
03277_002,655198,2142048,31.55,198,39.6925
59009_022,655205.01,2626975,16.3,2831,0.805
66008_009,655215.28,1728381.44,20,1020,10.305
59378_008,655254.56,2631554.35,19,3117,2.885
59654_004,655265,2597789.99,19,1681,2.6725
59646_008,655292,2632915,19,1169,2.7275
59646_006,655292.6,2630617.94,17,830,0.925
02726_001,655295,2526768,19,912,38.6725
77238_001,655311,2432188,34.4,188,33.88
03036_001,655337.27,2176114.91,17.9,1644,50.345
45129_001,655340,2326910,32.65,1107,61.86
59654_001,655358.98,2598852,21.3,2098,2.155
77223_001,655364,2386375,35.15,348,15.5325
59279_003,655399.3,2643651.51,23.1,4438,9
59508_002,655420.32,2641066.67,20.5,3839,7.3725
63070_001,655488.42,2083758.64,22.4,2333,14.6725
63150_001,655511.72,2100716.53,17.2,1900,9.7325
02810_001,655544.08,2472502.49,27.3,2511,9.29
63308_001,655572.51,2085639.39,25,2076,2.175
59489_002,655580,2605689.99,25.5,1764,12.7025
59269_001,655668.03,2561792.96,20.8,1071,55.105
59466_002,655700,2614144,25.6,3040,16.3725
63308_002,655725,2085027,45,3517,2.0375
11262_034,655789.12,1800107.17,23.1,3218,7.615
63103_001,655805.94,2102392.3,25,3691,10.025
77131_003,655826,2425160,38.3,6245,26.63
59421_009,655828.98,2635102.7,21.4,792,1.885
59009_013,655838.35,2627894.61,34.8,3583,2.525
63427_001,655851.93,2107475.14,27.5,312,19.815
66017_002,655913.1,1755429.58,17,820,13.25
63470_001,655923.91,2097472.56,21.3,2907,14.445
12123_003,655946.23,1928183.14,24,654,40.37
45115_002,655972,2334494,27.7,1067,30.8075
66037_002,656010.21,1744701.9,18,1584,7.95
59599_015,656081,2637489.03,27.5,3088,1.6825
77383_001,656108.24,2393929.53,65.4,665,46.0425
89358_001,656131.77,2316548.03,37,546,54.685
59256_001,656209.24,2621093.69,17.3,390,3.5625
03319_002,656214.47,2147701.56,26,480,59.7825
63172_001,656230.91,2064055.17,19.3,159,13.3825
59009_006,656255.09,2625254.51,37.5,4563,2.985
63113_015,656278.04,2087758.03,16.25,3151,2.1325
59646_003,656282.98,2630500.98,26.3,5021,1.7075
58227_001,656300.25,2280677.03,31.6,856,58.3375
63042_003,656340,2092645,26.45,1845,8.6125
63254_001,656347.86,2089547.38,25,2189,5.6375
59599_018,656362.16,2638238.51,16.06,1036,0.965
58117_001,656372,2226352,33,1843,20.3625
59178_019,656375,2599725,18.6,2593,5.3275
59599_013,656394.88,2636265.78,26,1523,1.69
60385_001,656413.19,2465269.52,32.05,1587,34.9175
59421_002,656426.66,2634121.16,28,4331,3.2175
59009_005,656428.3,2626081.27,27.8,4665,1.9375
66182_003,656495,1747693,25,4615,31.6975
11202_007,656520,1767600,15.7,1503,11.4575
34225_002,656520,1817850,12.1,2553,28.7475
63070_004,656539,2082597,14,1408,2.5375
63075_004,656570.15,2087428.15,16.4,3375,0.7525
02514_001,656610.73,2488276.74,28.3,1743,27.745
66008_020,656630,1726779,16.7,3359,4.7725
59646_007,656631,2632823.99,19,2353,1.2425
63075_001,656671.94,2086328.53,24.15,4793,1.21
63070_003,656713.19,2080411.22,22.5,2018,7.8325
11262_033,656731,1799482,20.1,1286,5.6
11024_001,656753.12,1797587.06,11.53,631,6.9975
58160_001,656775,2218925,19.65,1643,30.455
63075_003,656788.92,2085491.05,13.95,1119,0.465
58117_002,656816.54,2225156.62,21,3814,16.8675
58225_001,656826.84,2214335.34,22.1,464,33.4575
59009_019,656827,2629547.1,31.3,3402,3.5775
66017_001,656868.5,1753269.7,24,2089,34.6075
59071_001,656875,2609800,19.8,2209,20.4625
59163_001,656939.23,2631880.82,38.1,4597,2.305
66008_010,656998,1727664,25.55,2585,6.45
77098_001,656999,2398810,17.2,577,30.59
59279_005,657024,2643663.99,27.5,3268,6.73
59599_021,657025.16,2635664.74,14.3,2289,1.25
12084_001,657051,1895508,11,259,32.9625
77239_002,657138.21,2410163.3,29.6,1152,58.7425
12291_001,657159.44,1917614.67,24.5,58,29.3625
66017_011,657180.04,1757983.09,30,1455,60.3425
59486_001,657208.66,2602428.17,29,2856,13.3275
59599_016,657231.95,2637799.91,30.9,4414,1.2175
66037_009,657232.64,1744024.1,29.5,4285,65.855
77167_001,657241,2380884,34.21,803,28.9275
59117_001,657241.07,2589306.22,45,3402,29.7775
59009_017,657247.21,2627654.47,25.4,4715,4.9
66037_003,657273.34,1742573.82,18,2515,8.34
59508_001,657330.09,2638956.01,20.7,3176,3.1975
59599_012,657336.19,2637057.92,21,3326,0.895
66171_005,657347,1733930,25.1,1145,48.865
89380_001,657360,2342185,25.5,324,23.8175
34260_001,657382.99,1850609.01,12.4,316,5.8
66171_003,657384.94,1736754,21,3979,23.6025
89086_001,657393,2321153,19.15,1407,32.13
63075_002,657428,2086169,19,3574,0.58
66008_003,657457.86,1730427.57,19.2,487,10.31
34074_002,657460.01,1828925,14.8,1273,22.4125
59009_002,657509.98,2625175,35.45,6701,4.0175
63113_033,657512.82,2089681.74,34.5,790,7.625
63113_026,657572.03,2088421.01,29.5,3725,1.63
59276_001,657598.42,2595153.49,15.95,5017,8.81
63032_001,657632.74,2083319.37,11,1102,1.7
12270_007,657648.82,1924506.43,26.95,1132,12.0075
11106_001,657696.03,1802824.46,25.3,3859,21.0875
02785_001,657744,2543378,37.5,909,41.03
66017_004,657755,1759595,30,720,43.73
63042_002,657780,2091074,13,809,1.735
12145_009,657795,1903515.01,22.5,1344,12.015
63113_045,657830,2087484,31.7,5783,1.385
11202_010,657840,1760950,12,453,1.8225
15187_001,657882.83,2004839.18,30.1,2211,29.215
59599_006,657904.65,2634473.28,18.25,3020,0.8625
63042_001,657905,2093799,22,2658,6.5125
59163_002,657934,2631009.03,48.3,4735,3.7375
89480_001,657965.29,2374534.19,27.6,870,31.0575
11266_001,658028,1780054,18,2633,38.17
77129_001,658030,2452210,25.3,436,34.9575
89370_001,658037,2356360,28.6,949,52.28
63113_005,658148,2086232,32.2,7483,1.1575
63245_002,658150,2100490,22.5,1669,4.6075
59599_010,658152,2637000.82,26,3393,0.76
59279_006,658156.51,2641525.59,22.1,2071,16.9775
59512_006,658237.83,2633503.03,27.5,6758,1.5025
63113_017,658240.04,2086681.95,24,2740,0.2675
58067_001,658257.46,2235352.84,41.6,1390,51.79
59599_001,658259.22,2635026.24,26.25,2290,1.0975
59599_002,658270.78,2636241.83,22.45,4402,1.065
12022_001,658283,1893360.01,22.3,4,13.475
63032_003,658295.25,2083620.66,11.4,2072,0.5325
59599_014,658305.02,2638298.44,24.2,5285,1.7275
59599_019,658330.16,2637425.84,22.5,2777,0.505
34052_001,658389.08,1814145.47,23,2106,33.0275
63113_032,658397.97,2085097.02,36.7,7615,1.935
59256_003,658426.86,2619739.23,24.5,2499,13.7
66008_002,658485.04,1727790.58,16.5,1100,4.475
63113_040,658516.62,2086787.96,19.45,1266,0.14
59512_009,658530,2632859.41,32.25,6895,1.205
63113_027,658537.36,2088220.86,15.15,2202,0.8025
11202_002,658556,1766683,15,821,74.3575
59009_008,658584.05,2625666.31,10,815,0.59
11106_002,658591,1806851,39,718,40.19
66008_014,658599,1726418,17.1,383,16.8875
58124_001,658604.73,2229866.05,36.6,1977,32.675
77162_001,658634.35,2430113.64,19,574,20.7575
77042_001,658665,2425885,26.5,1776,20.695
59129_001,658708,2613568,20.3,3464,19.485
63014_012,658716.63,2084213.71,11,2048,1.09
89074_002,658754.84,2367865.63,32,2273,35.6425
63099_001,658774,2095709,15,853,6.485
03075_001,658811.85,2136132.22,20.6,660,43.2125
59512_004,658819.71,2634334.24,22.6,2288,0.7425
63082_001,658821.75,2119067.81,51.3,1109,75.5575
59599_017,658829.52,2637640.95,19,1870,0.375
59009_011,658834.61,2624094.79,24.6,1852,5.285
77183_002,658993.09,2439198.27,29.4,6885,22.3675
63113_034,658996,2086186,30.6,3574,0.675
63113_028,659057.68,2086638.88,31.05,5047,0.92
63014_011,659078.24,2082912.86,16.2,1651,2.4625
59599_011,659089,2636483,13.5,1031,0.205
03170_001,659100,2169325,25.5,448,54.4925
63063_002,659136.02,2092915.52,9.4,1639,1.21
59026_001,659193.07,2585913.56,26.1,1549,20.325
58214_003,659193.43,2231863.84,12.5,570,13.0325
59512_005,659204.39,2633719.5,21.82,4118,0.6925
11202_009,659231.32,1779061.47,17,1995,73.0025
59327_002,659247,2598692,24.15,4133,10.28
63113_030,659278,2088479.98,17.5,1049,0.9125
89442_001,659280,2346159.99,39.41,445,40.015
11262_016,659283.09,1794848.46,35.7,209,42.8725
59512_003,659298.9,2632024.61,26.3,4363,1.5925
12145_003,659316.94,1899948.89,18.55,3929,1.5
59599_009,659338.82,2637326.56,29,5034,1.45
59650_005,659371.01,2635886.95,44.6,4079,3.0075
89054_001,659483.13,2360277.3,37.7,952,35.035
63116_001,659523.48,2108778.04,18.65,2476,44.605
63300_001,659529.15,2099677.17,23.4,4847,4.1075
77452_001,659543,2386560,39,1796,10.885
63113_016,659556.99,2089932.95,13.5,924,0.815
12291_005,659624.16,1913154.24,17.3,135,28.6175
59599_007,659632.98,2638439.95,28.8,7039,6.065
62298_002,659694.15,2581720.74,16,769,26.87
59512_012,659776.06,2633111.13,37,6352,1.115
12145_001,659784.62,1899064.38,14.75,1933,2.5225
02316_001,659789,2475786,100,478,65.97
59013_001,659806,2623170,24,1551,6.7225
63113_018,659826.01,2090834.39,43.7,5250,4.31
63113_004,659832.77,2085651.77,22.2,4855,1.2725
03194_001,659833,2131189,31.5,820,44.85
59512_008,659835.11,2634998.45,40,5149,2.55
63113_022,659848.01,2086710.03,16,2299,0.5775
59599_008,659859.08,2636944.65,11.4,1035,0.7525
63307_001,659924.36,2081364.88,10.3,3515,3.71
11014_002,659960,1799100,28,2356,11.94
63014_013,659960.88,2084564.58,30,7243,2.785
59512_014,659977.7,2633986.45,21.6,2920,0.805
89350_001,659998,2335635,37.5,376,28.9775
63113_029,660021.93,2087866.98,22.86,3560,1.3875
59512_007,660030.84,2631709.45,26.7,2904,0.8725
02093_002,660053.97,2501599.84,27.3,1300,46.3375
02029_001,660060,2539910,23.5,1162,53.1475
59345_002,660075.78,2594239.65,19.75,3391,11.3125
77272_002,660093,2396680,32.3,643,37.1175
12002_002,660205.61,1905913.24,9.7,738,16.5075
59512_013,660269,2632328.26,31.3,5921,1.195
63113_039,660293.78,2086503.99,11.4,401,0.21
58194_005,660445.61,2220448.16,27.3,2890,15.3075
58264_001,660450,2198150,24.5,1206,49.06
63300_007,660475.44,2098954.4,23,4515,3.185
63113_025,660481.97,2089088.02,32,4730,2.1125
63063_001,660530,2093900,20.5,942,9.4625
77278_001,660598,2421357,24.9,710,35.81
59602_001,660618.38,2625024.62,17.3,1479,4.0025
59299_007,660648.09,2628396.38,21.7,2221,4.735
63014_001,660666.3,2085049.5,45,3785,3.855
63014_009,660679,2083040,13,327,1.2875
59512_001,660700.03,2631139.03,44.5,5547,2.4875
63113_013,660715.97,2087076.05,17.9,1092,1.6775
34126_001,660748.74,1843470.47,22.85,2256,14.89
58194_010,660821.47,2221672.11,20.9,2276,1.5975
15187_003,660837,2004660,25,2898,38.5625
