Site_name,Transmitter Easting,Transmitter northing,Transmitter height,abs_pop,abs_area
26313_001,805446.42,1998603.36,20,537,10.4325
84056_001,805465,1905126,17.3,2267,21.88
69290_005,805614.97,2081054.97,16,953,5.075
21355_002,805624.17,2257982.73,26.3,4159,8.775
69271_001,805657.02,2086405.95,40,3934,6.3
69275_006,805786.94,2089311.8,14,3123,2.22
21231_016,805795.22,2260154.39,23.2,5627,3.0675
84141_003,805801,1887429,19.5,2317,4.2175
21231_023,805847.45,2264395.29,22.35,1065,2.42
26330_002,805910,2032697,17.5,270,20.325
26251_001,805951,1951774,21.4,1045,24.97
21462_001,806047,2272195,23.7,1123,21.415
21231_049,806082.61,2263346.25,17.1,1469,1.18
21231_003,806088.03,2261655.99,32.5,2703,1.9
52512_001,806225.45,2387802.96,27,1626,32.09
52121_016,806236.34,2350068.24,29.83,420,18.9075
21231_038,806239.92,2262346.03,15.25,1881,0.625
55119_001,806262,2489530,28.8,887,31.9775
69282_009,806292,2091993,33,1075,12.1
26170_001,806369,1993235,16.1,1821,10.3525
84007_028,806390.83,1885272.32,23,3988,9.98
13066_002,806402.25,1878697.68,20,1660,12.93
55484_001,806423,2478744,44.7,119,59.67
69289_003,806425,2075318,19,1851,9.025
26313_002,806455.31,1999926.98,17.4,2692,10.695
26277_001,806493,1969347,20.6,155,14.9425
26096_002,806531,2012885,19.5,998,13.9625
13065_001,806558,1857087,7.3,1311,17.7425
01272_001,806583,2131599,20.3,1084,33.9475
69279_001,806594.05,2088064.5,10.8,1873,2.2475
26208_001,806674,1980318,37.5,1079,24.4425
84141_002,806839.43,1888820.53,23.45,4422,6.11
26037_002,806920,1989776,23.6,1831,16.7825
26095_001,806949.81,1960552.29,22.1,1101,31.8425
71213_002,806950.92,2174778.92,26.7,454,25.1525
26172_002,806983.41,2036749.79,27,1215,20.9475
21540_003,807000.63,2262804.98,21.1,3577,2.0825
21540_002,807035,2263980,27,1009,11.5875
84053_002,807050.12,1937469.58,13.85,1443,22.085
69277_003,807074.35,2082489.04,15.3,899,8.8025
26379_001,807117.33,2008360.84,22.3,749,14.215
84028_001,807167.94,1917785.7,18.8,383,29.5425
55029_006,807225,2424050,24.1,1231,1.745
01043_004,807317,2095386,17.3,2297,9.9775
21231_035,807349.97,2260542.05,22.2,913,5.345
69282_005,807407.97,2088688.96,17.8,4510,2.3375
21585_001,807451.5,2249068.56,16.5,1847,31.0225
69277_002,807497,2085157,24.3,3897,6.775
55502_001,807502.18,2503842.12,18,2043,57.0475
71131_001,807506.51,2212459.52,36.6,1134,56.7
84119_001,807592.04,1887289.03,8.65,3017,9.425
13116_002,807638,1873265,23.6,1108,27.6025
55029_005,807654,2420840.99,45.32,1427,25.765
69282_003,807657.43,2089154.31,10.2,614,0.365
13039_004,807708,1833698,28,70,54.775
38238_001,807748,2060273,19,763,9.735
21564_001,807749.99,2241300,28.65,261,26.4725
69282_004,807814.11,2088245.1,27.8,1472,0.845
84043_001,807831.04,1892241.13,18,4994,13.375
69282_007,807969.48,2090877.42,27.35,3070,4.4425
26155_002,808070.83,2039764.34,19.1,862,18.88
26206_003,808219,1983956,26.8,1551,14.41
21191_002,808251.07,2244093.14,32.4,497,18.1625
69289_002,808368.04,2076528.1,10.5,1684,10.89
55029_001,808389.18,2423712.9,28.35,8732,14
52121_003,808443.03,2348423.28,35.3,4397,11.01
52175_001,808553.29,2375907.85,35.7,699,27.0825
71456_002,808572.33,2205482.75,22.6,861,29.6875
26065_002,808676.47,1972143.11,27.3,182,11.3825
21515_006,808693.78,2260378.76,12.9,820,3.3925
01115_001,808724,2144783,23,1091,35.295
38324_003,808788,2046775,27.2,261,7.0125
26084_001,808797,2006419,22,531,20.1575
52121_014,808905.74,2349384.2,26,3386,2.275
01246_001,808910,2141140,21.8,1588,30.51
26357_001,808968,1924083,19.3,844,26.9425
52121_002,809003.08,2350848.23,36.2,2520,9.8875
26004_001,809019.34,2003264.54,31.5,564,22.5
71373_001,809019.34,2171554.4,39.3,748,36.6325
69287_001,809050,2078523,18.5,599,11.0175
38290_001,809093.61,2043031.84,29.4,1270,35.1275
69282_002,809138.49,2089927.16,21.25,1910,5.305
52121_011,809139.48,2347462.41,36.1,3793,21.77
21179_001,809169,2273529,14.95,335,15.7425
21317_002,809177.48,2283460.83,18,3186,24.645
69282_001,809194.18,2087940.4,22.3,789,8.8425
52211_001,809251.54,2370467.19,40.2,1072,36.2
69277_004,809285.05,2085179,21.9,1964,9.925
69289_005,809288.8,2072792.52,26.5,1494,19.0825
84150_001,809308,1928479,28,1432,49.7175
26343_001,809328.39,1951484.18,25,114,10.57
38160_001,809373.22,2056573.89,27,1045,17.335
26301_001,809389.56,2016223.82,25,1819,21.1175
84149_002,809587.78,1909882.88,17.2,1113,37.285
52121_012,809638.85,2348811.85,23.9,1637,4.1975
13039_002,809671.44,1831924.29,17.48,1810,11.7275
84150_002,809733,1931357,14.2,647,18.365
21179_002,809758.32,2272275.01,24.2,1209,15.77
01049_002,809816,2096781,16.44,1080,5.645
52250_001,809834.95,2384773.09,32,2164,32.405
26197_003,809906,1997631,27.3,669,9.185
38324_001,809928.14,2049208.73,47.5,750,31.8375
21452_001,809946.69,2257546.3,17.3,2418,8.0875
71256_002,810111.14,2198468.44,31.6,646,38.175
13006_001,810114,1858372,14.5,514,34.7775
21657_001,810138,2264060,18.6,1017,12.24
21112_001,810169,2235840,29.3,374,32.95
13064_001,810228,1869640,25,1495,37.705
26020_001,810239,1965792,21.5,152,15.93
84036_001,810241.46,1884348.69,17.9,1605,8.6525
21515_004,810249.11,2261073.89,40,4614,12.3425
84001_002,810260,1893470,18,1859,13.5825
52121_009,810368.06,2351065.41,37.9,198,6.7225
69287_002,810400,2081575,15.6,2267,6.805
13097_005,810530.64,1851891.91,18,75,32.705
21290_001,810533.03,2278536.32,31.7,759,45.09
26197_001,810542,1995618,17.5,1106,24.2875
26125_001,810563,1976756,25,755,25.765
01276_001,810566,2094460,23.8,826,7.9275
21301_001,810575,2229275,36.35,710,37.9075
69279_003,810666.28,2092046.94,18,2117,10.34
13047_007,810684.27,1846597.45,20.26,1779,34.1275
26064_001,810697.54,1992516.6,19,2829,17.7475
13039_005,810760,1831016,11.6,1660,7.5675
38134_002,810760,2052755,27.2,74,5.8025
13089_002,810950,1874648,18.6,1076,10.335
26212_001,811050,1988460,24,497,19.675
84122_001,811055.7,1901787.8,21.2,2798,20.63
01262_001,811097.56,2099699.57,25,906,17.2475
26206_001,811148,1984802,22.5,314,11.05
13018_003,811209.55,1876724.59,27,1946,19.6225
21213_001,811300,2256853,29.1,924,24.65
84080_002,811350.01,1896800,26.2,1017,23.3875
13039_009,811353,1832566,13.6,2281,2.26
26115_001,811391,1968891,16.8,161,8.225
26108_005,811391,1973676,14.9,1204,7.335
13039_001,811420.03,1829601.4,12.05,1624,1.8025
52121_008,811432.88,2352524.88,30,315,35.815
01262_002,811474.65,2098127.34,31.8,4379,12.3225
38238_002,811508,2059582,22.7,925,17.5975
26365_001,811570,1979573,25.5,221,8.975
01235_003,811608.66,2121689.78,27.2,768,40.5975
38389_002,811708,2068270,23,666,22.1375
21171_002,811779.56,2259042.64,26.3,4591,12.58
26358_001,811835,1982029,27.3,309,14.5125
84138_001,811839.31,1935244.36,18,3178,13.5125
52177_001,811944.82,2372019.11,31.7,768,25.8125
38476_001,811945,2057232,18.7,694,15.925
01367_001,811970,2159900,16.8,700,39.6525
55374_002,812008.99,2409184,39,579,50.9525
08276_001,812249.16,2511994.16,18,973,62.93
55369_003,812374.71,2425922.64,21.2,540,22.175
69288_002,812440,2079718,26.5,1829,10.1875
69280_001,812476,2093383,17,1062,13.995
84132_002,812514.89,1888557,31.75,1648,27.5875
01113_002,812517.63,2134936.58,27.7,1191,35.795
13047_010,812593,1838005,17.3,1971,18.79
69285_001,812673.61,2087556.07,19,2101,13.6475
21332_001,812735.29,2225294.42,25.4,2096,44.675
01128_002,812830.96,2167385.02,36,973,47.155
26243_001,812835,1948517,30,1647,52.185
84132_003,812839.9,1883515,31.5,4325,26.18
26148_002,812850,2031650,20.3,840,25.18
84138_003,812870.01,1933650,6.8,2441,24.6375
69299_003,812937.86,2082070.47,20.2,63,6.945
38189_001,812956.45,2073364.65,24,2343,8.7575
13047_001,812998.04,1841924.07,20.5,349,19.01
38034_001,813025,2039762,23.8,2299,21.895
84067_001,813081.07,1900966.91,22.3,1180,12.5475
26281_004,813085.1,2007286.3,23,2827,4.925
52297_001,813134.99,2343475,24.3,659,22.9075
71329_001,813148.88,2217735.19,29,775,51.665
26057_003,813161.44,2005912.82,30,679,15.645
13018_001,813190.09,1875695.08,23.8,219,12.635
21005_001,813192,2245875,22.8,1761,25.975
26174_001,813200,2020440,13.4,1153,32.545
21209_001,813322.94,2263736.24,27,1062,11.675
26231_001,813386.74,2013905.82,18.6,1436,12.4025
26281_001,813459.73,2008663.99,26.3,6642,6.4575
21469_003,813504.95,2266781.58,32,494,19.7525
84080_001,813509.62,1896469.09,20.5,4946,7.785
52014_001,813514.08,2311089.88,27.3,17,16.5025
69299_002,813515.62,2083726.43,23.4,58,11.775
55410_001,813517.01,2503581,15.5,131,16.2825
84126_002,813576.87,1916957.05,17.2,894,22.3175
71508_002,813607.98,2187410.66,27.65,732,29.94
26108_002,813633.94,1973097.71,38.3,3013,10.4925
38184_001,813639,2076942,21,790,10.6175
26004_003,813670.71,2000740.73,27.15,1283,37.085
55177_001,813700,2438625,29.65,265,82.3425
21483_002,813726.33,2276330.47,26.8,307,33.9425
52519_003,813827.52,2303034.11,39.2,88,40.9575
13047_002,813831.75,1836179.1,23.7,5242,14.6525
52384_001,814007.08,2314724.13,34.9,113,45.1575
01266_001,814070,2151790,22,2357,35.0625
26281_012,814126.01,2008755,27.55,3513,2.1575
13047_003,814287,1838550,15.7,3231,3.17
13077_002,814301.92,1828054.1,17.3,550,6.49
26281_007,814353.88,2009826.5,23,4697,7.7275
21260_001,814439.04,2291900.93,18,1328,7.03
26057_001,814448.8,2006911.79,22.6,855,0.73
38449_003,814494,2073589,10.7,257,4.2975
13077_001,814555,1826220,46.4,3484,61.305
71056_002,814607.34,2189417.22,25.7,763,26.1425
26281_006,814695.11,2008514.48,36.6,4020,3.1075
13077_003,814700,1827273,25.97,2628,16.0725
26336_001,814731,1963442,17.3,383,13.3
21111_001,814738.3,2270959.28,31.8,872,28.4525
84035_008,814900.25,1875185.26,27,389,11.2225
13047_004,815041.18,1837728.86,17.4,5417,15.51
13047_017,815070,1836163,16.35,1682,1.63
38048_001,815200,2071000,15.7,1330,14.9475
01196_001,815204.86,2155829.87,36,866,35.58
55221_001,815335,2418798,14.3,1357,17.64
21638_001,815357.12,2284704.01,28.7,995,50.7025
38555_001,815476,2056154,16.3,491,12.6175
21599_001,815742.53,2291206.4,26,265,17.545
13098_006,815745,1833234,20.3,1486,12.74
38081_001,815782,2064641,16.7,269,6.725
38449_006,815797.96,2075025.64,26.03,897,4.8575
55571_001,815803,2487989,42.7,313,47.4375
13063_003,815866.97,1844891.98,28.4,3274,17.5825
84031_006,815895.99,1897463.95,25,1715,7.6075
69299_001,815932.5,2083481.05,31.2,1488,19.44
84004_001,815968.03,1902061.14,21.4,3137,24.4925
13063_001,816014,1845916,18.2,2891,1.43
52042_001,816088,2328395,31,106,36.665
08399_001,816124,2515798,25.5,174,24.4425
13063_002,816139,1847148,33.7,5255,19.225
38557_001,816166.71,2091843.38,21.3,2601,31.2075
01383_001,816181.63,2126577.82,36,637,32.2625
21021_001,816223.71,2264739.8,37,1657,34.2325
26088_004,816337,2006700,23.47,2316,10.2825
26377_001,816355,1928670,9,784,28.4375
38449_005,816383.89,2076645.8,17.13,196,5.9975
38389_001,816604,2067041,26,828,20.17
26114_001,816735,1955077,32.2,1294,57.165
26281_013,816768.93,2009765.42,27.15,2927,22.345
01301_001,816922.13,2142388.6,36,1921,28.2525
84031_001,816945,1896758,22.3,1774,10.755
71318_002,816989.3,2177824.39,36,970,56.58
55545_009,817096.95,2463410.95,36.2,160,16.9025
84031_005,817133,1898294,24.25,5374,6.5525
01024_001,817150,2145380,43,2441,43.6225
84088_003,817168.76,1892174.47,21.2,1832,11.5275
01145_002,817190.77,2121646.41,36.5,495,37.04
84035_003,817241.31,1876219.67,22,2233,20.7175
21623_001,817279,2247907,37.7,1524,54.97
26234_001,817478.74,1968791.02,37.3,2052,48.2025
38449_001,817542.72,2073600.39,25,4395,16.855
13056_005,817576.75,1827054.65,26,3457,6.4775
84054_004,817582,1883204,22.7,6668,23.9075
38449_004,817623.75,2075168.3,25.3,818,3.58
84035_007,817659,1873789,17.1,6309,6.7575
84031_003,817671,1899413,25,3420,4.4875
84088_001,817701.01,1890751.98,13.76,849,14.1325
26143_001,817706.09,2033710.8,13.6,488,22.6975
71523_001,817733.74,2194550.23,31.5,948,47.115
84130_001,817976,1912463,30.5,1590,70.05
01385_001,818034.27,2136503.7,37.2,2265,32.195
21475_001,818100,2230650,27.55,362,37.11
84031_004,818128.02,1898820.99,23,3337,3.4425
13035_001,818163.91,1857503.74,21,3151,24.285
38475_001,818253,2080331,18,1193,15.8075
84038_001,818328.31,1870646.25,28.7,2830,21.525
13098_005,818398,1830502,18.5,405,8.23
38085_002,818486.17,2086425.15,22.6,2713,12.1225
01405_001,818560,2130680,20,986,22.5475
84035_002,818578,1874680,17.15,3472,10.415
21292_002,818600.46,2253796.42,18,2755,30.6525
26088_002,818651,2004470,21,1886,23.645
13056_002,818747.27,1824931.07,8,517,3.93
55411_005,818901.2,2445953.86,27,12,22.1775
84137_001,818959.34,1918767.22,8.5,3737,9.765
84088_002,819020.79,1893235.16,27.15,2828,13.63
13103_011,819071.2,1852489.11,18,1126,19.7175
21103_001,819090,2241487,36.5,1646,46.645
55291_004,819093.03,2413099.08,29,285,9.9275
52383_002,819256.48,2321645.89,27,231,22.265
84031_008,819300.13,1901287.51,15.45,1650,21.01
26367_001,819312.63,1937062.08,8,416,14.27
55351_001,819504.49,2507595.42,24.6,1646,36.36
38537_001,819522,2073238.87,37,1899,10.2525
13056_003,819527.97,1827215.98,28,2950,2.63
84116_001,819606.99,1923028.04,24.2,2435,67.645
13092_002,819614,1841240,18,2413,33.5875
55291_003,819626,2414171,20,2858,8.905
55099_001,819637,2474855,26.5,775,56.965
38399_002,819665,2057220,19.8,2537,36.015
38553_001,819707.37,2071500.83,22,5435,7.8325
84031_007,820003,1898420,12.3,483,5.255
13105_003,820022.21,1865312.66,27.3,2014,20.775
01290_001,820055,2104952,16,1870,40.6475
84054_003,820100,1885350,18,4044,16.0125
13056_004,820200.01,1827045.97,16.7,2155,1.4475
13056_007,820220,1827874,61.5,4440,42.69
38339_001,820253,2068324,27,2014,18.335
13044_002,820329,1848483,25,2121,15.925
52432_003,820379.98,2330258.6,47.8,804,18.6275
13056_001,820407.02,1826043.01,19.9,3429,2.0275
13056_013,820456,1820276,17,978,66.3025
71263_003,820500,2184700,25.95,4943,24.7925
13056_014,820537.39,1818357.91,12,740,1.215
13056_006,820700.03,1825250.01,28.4,2532,7.69
13103_017,820779.63,1856394.05,25.9,233,15.7375
52050_001,820800,2346450,37.7,819,24.68
21071_001,820824.83,2277372.07,37,391,29.3025
55545_007,820930,2466757,18,1794,3.25
26039_001,820930.21,2007386.54,19.95,819,22.9
71357_001,821002.74,2222330.2,36.6,575,52.2425
01451_003,821081,2142565,19.7,1809,14.9075
01289_002,821092,2134050,33,1404,13.025
26220_001,821114.03,1933095.09,12.3,4131,33.4675
38507_003,821156.26,2086064.9,23,3233,13.5075
38316_003,821158.2,2087341.72,25,4365,8.67
13056_016,821181.19,1819168.22,18,748,3.4825
21060_001,821240.59,2267180.31,28.5,1272,60.325
55505_002,821375.85,2467996.46,33.7,1856,7.265
52246_001,821378.23,2325399.53,28,467,24.61
01344_001,821451.53,2138144.05,40,3520,7
26273_001,821495,2001008,13.4,738,25.405
01244_004,821723.19,2105232.02,14.6,2341,3.2075
55411_006,821754,2445688.27,27,8,8.1525
01053_015,821774.86,2136498.98,25,3663,4.2775
55291_001,821889.22,2416235.12,46.4,216,35.665
38553_003,821931.94,2071945.58,26.94,1125,7.0925
38109_001,821992,2082833,18.5,664,15.9275
21577_001,821994,2237969,18.3,2358,32.7075
84108_001,822062,1892718,7,1781,13.97
55166_001,822097.29,2461582.33,22.3,862,23.9325
52516_001,822150,2312075,17.6,740,41.0475
01378_001,822160,2095840,25.5,1478,26.3975
55043_002,822290.03,2468990.95,31,3146,24.14
13103_015,822481.58,1851305.65,15.2,1648,4.735
71419_001,822498.22,2199156.76,19.25,1245,50.4
01053_004,822509.28,2138515,42.1,2833,2.1425
71351_002,822586,2212786,19.4,1537,53.245
01053_005,822592.86,2137687.67,30,3874,1.2425
52423_001,822640,2364170,26.5,793,41.8725
01053_007,822796.15,2136825.04,16.3,1350,0.675
55545_005,822853.84,2465124.13,19.6,1955,14.8325
13103_013,822865,1852811,25.58,4266,1.4425
01053_002,822971.75,2139618.65,13.8,825,3.135
84038_002,822986,1867469.01,25.7,308,14.8425
13049_002,823058,1859089,17.3,1004,10.4075
13103_007,823059.97,1854116.77,47.4,7798,11.6525
55545_008,823126.01,2466243,19.2,5455,3.4125
01053_012,823250.76,2138805.08,40.5,2788,2.5875
84072_001,823338,1900550,22.2,3224,36.44
38294_001,823346,2078552,31.25,625,13.005
55149_001,823369,2494749,25.5,349,61.82
38231_001,823396,2060549,11.5,216,5.635
13105_001,823414.02,1863578.21,30.5,1081,24.275
01053_019,823430.69,2136008.64,20.3,1781,3.655
38172_001,823460,2066230,25.6,791,17.955
01053_001,823478.44,2137370.9,33,2367,1.535
71064_001,823490.64,2181451.88,36.5,643,23.685
13103_014,823497,1852426,25,2960,2.8925
01053_020,823566.87,2136792.9,23,1163,1.3075
55547_001,823581,2509456,25.6,110,8.9575
21619_001,823599.87,2275208.62,15.7,108,19.01
84099_002,823677,1876921,15.8,2410,20.1125
55370_002,823689.71,2408056.03,28,480,28.21
01224_001,823800.44,2090612.05,17,1569,10.9
01053_013,823859.48,2138220.69,30,1975,1.64
84069_001,823862.88,1913319.36,22.7,1653,24.6775
84139_001,823871,1884228.01,25,843,17.5
01053_021,823970,2139056,23,1115,4.4925
21351_002,824076.34,2254984.41,37,988,22.98
01361_001,824125,2097350,18.7,1188,19.775
52269_003,824180,2323340,17.6,1500,23.495
01053_010,824254.2,2137716.42,24,2436,4.9825
55566_003,824316.3,2451405.78,29,858,51.77
52432_001,824318.03,2332664.02,34,203,31.1225
01038_001,824340.64,2148071.62,36,509,22.6
52449_002,824375,2320440,22.76,2533,33.9725
38193_001,824450,2072877,28.5,6031,13.01
01450_001,824480,2107900,17.4,1781,23.6875
13104_003,824523,1819351,31,2897,49.455
55545_002,824545.84,2467505.94,25,961,5.975
52353_001,824640,2340830,21.33,2504,27.96
13103_005,824665.03,1851231.78,28.6,1961,13.275
21609_001,824800.01,2249200,34.2,914,26.77
01092_002,824838.85,2111318.73,36,984,25.9475
55188_001,824854,2501231,20,264,24.755
55034_001,824860,2505395,30,405,19.81
38451_001,824895.36,2087998.05,16.5,2235,20.4875
13026_003,824905.02,1826213.7,14.28,1112,9.6925
55516_002,824905.05,2405701.6,21.8,380,24.515
38352_002,824965,2069824,23.5,1587,5.02
38561_001,825049.27,2039207.19,24,1674,32.625
01451_002,825159,2143538,26.4,490,15.555
01224_002,825518,2091765,18,123,13.6875
38554_001,825785.45,2083634.13,18,2621,10.2075
55179_002,825936.26,2421372.86,32,98,23.215
26289_001,825976,1968075,25,709,28.0475
38284_001,826037.74,2048748.89,25,2825,65.3825
21416_001,826038.76,2271220.93,32.5,1356,45.285
26129_002,826105.1,2013188.72,27.3,969,35.085
38415_001,826264,2075410,21,860,10.415
13069_005,826271.04,1851481.85,22.4,1198,8.495
01099_001,826361.9,2103770.71,17.4,1275,26.7775
84070_002,826442.07,1894769.94,24.2,885,9.295
38149_002,826442.99,2068655,26,2641,11.87
26016_001,826467.97,1934803.1,13.35,271,5.905
55154_001,826986.29,2458404.47,34.5,1772,35.8175
13014_001,827033.1,1840090.2,21.2,553,43.3425
38347_001,827110,2031680,23,663,23.87
13104_005,827120,1818630,20.8,2262,21.135
38260_001,827153.79,2078834.51,46.3,889,27
38223_001,827175,2065545,25,709,11.055
01445_001,827175,2154225,36.26,1244,42.5825
84073_001,827248.78,1873996.55,25,2061,30.1725
21495_001,827293.43,2247106.93,26.85,580,30.3325
38053_009,827387,2069635.01,18.3,745,1.95
38358_001,827421.24,2058910.85,21,927,19.84
13069_003,827442,1851527,16.5,3592,6.7775
71177_001,827474.83,2171939.51,27,553,31.72
55518_002,827568,2424350,31.1,97,18.29
01350_001,827650,2145620,23,1376,22.4725
13003_001,827679.96,1861477.02,19,4108,28.1425
38141_001,827683,2062818,16,862,18.2175
55361_001,827791,2467381.99,56,509,19.4975
71367_002,827793.29,2187784.81,32,855,38.3325
13026_002,827843.46,1824785.09,12,976,18.665
01379_001,827845,2110185,22.1,1224,17.14
39476_001,827895,2228850,19,1397,56.865
13115_001,827898,1857092,25,263,10.6875
84017_002,828042.57,1906254.4,17,1514,10.7325
38394_001,828075.68,2015240.81,30.2,110,3.6925
55454_001,828080.14,2416322.29,10,123,25.06
13051_003,828092,1844710,16.5,30,9.56
21277_001,828097.23,2286633.11,37,619,48.66
21699_002,828112,2250626,27,832,12.4925
01374_002,828222.25,2128600.16,26,1459,32.725
38053_008,828269.03,2071284.69,18,3739,6.6
13051_009,828289.97,1848130.67,32,60,10.985
84082_002,828422.64,1897531.94,25,1426,41.395
13021_002,828753.28,1819088.28,26,1554,11.8675
01430_001,828931.68,2117851.47,36,776,24.0475
38130_001,829189.94,2046065.79,18.24,2465,26.755
38190_001,829205.01,2092876,25.2,1034,22.1575
38146_002,829208.8,2083611.39,17.23,416,15.595
54576_001,829253.01,2501139.89,25,424,31.74
71209_001,829254.43,2176354.14,36.5,257,14.73
38095_004,829325,2021050,23.87,410,22.86
13014_002,829410.92,1836161.54,16,1696,12.4225
55059_002,829466.12,2396681.14,32,413,50.8
13026_001,829468.81,1823777.4,9.15,5062,16.395
01072_001,829493,2135524,22.4,1641,13.415
21581_001,829500,2237625,30.3,529,33.275
13021_001,829503.56,1819579.47,14.11,2019,40.635
01390_001,829507,2099200,32,409,22.855
38053_007,829536.23,2069238.39,22,7467,3.3325
52093_001,829575.73,2316051.99,33.15,1946,65.0975
38457_002,829610,2041600,21.3,1800,19.9925
26320_001,829685,2010654,20.1,692,6.65
13009_001,829760.64,1851135.92,21,677,12.555
54118_001,829790,2502579,25,473,11.5525
13014_005,829835,1835089,13.9,2040,13.715
