datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;func_class;geo_point_2d;denomination;Geo Shape;id
2021-08-09T08:17:00+02:00;45029_D;48;7;0;freeFlow;666;48.1290739626,-1.64494932099;Rue de Fougères;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6455187154, 48.1289271817], [-1.6443799266, 48.1292207434]]]}";1024
2021-08-09T08:17:00+02:00;45029_G;47;7;7;freeFlow;666;48.129174683,-1.64500725415;Rue de Fougères;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6444378588, 48.1293214642], [-1.6455766495, 48.1290279019]]]}";1025
2021-08-09T08:17:00+02:00;45614_D;51;4;25;freeFlow;666;48.098100364,-1.64351877174;Rue de Châteaugiron;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6438379257, 48.0982895625], [-1.6433114335, 48.0979771704], [-1.6433105362, 48.0979766458], [-1.6431989173, 48.0979123636]]]}";1135
2021-08-09T08:17:00+02:00;45614_G;45;5;52;freeFlow;666;48.0981816857,-1.6434128327;Rue de Châteaugiron;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6430938779, 48.0979942054], [-1.6432050453, 48.0980582276], [-1.6437310919, 48.0983703558]]]}";1136
2021-08-09T08:17:00+02:00;46335_D;42;3;48;freeFlow;666;48.0971662304,-1.68897916657;Rue de Nantes;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6889102664, 48.097289147], [-1.6890480667, 48.0970433139]]]}";1218
2021-08-09T08:17:00+02:00;46335_G;36;3;0;freeFlow;666;48.0971282896,-1.68882833034;Rue de Nantes;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6888972308, 48.0970053731], [-1.6887594299, 48.097251206]]]}";1219
2021-08-09T08:17:00+02:00;46923_D;0;0;32;freeFlow;666;48.140513775,-1.65768347061;Avenue Général George S. Patton;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6576897275, 48.1404726482], [-1.6576772138, 48.1405549017]]]}";1285
2021-08-09T08:17:00+02:00;46923_G;38;1;60;freeFlow;666;48.1405247083,-1.65784389601;Avenue Général George S. Patton;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6578376393, 48.1405658351], [-1.6578501527, 48.1404835815]]]}";1286
2021-08-09T08:17:00+02:00;489866_D;61;3;25;freeFlow;666;48.0958844436,-1.63947323628;Rue de Châteaugiron;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6397064254, 48.0960079198], [-1.6394099394, 48.0958491161], [-1.6394071405, 48.0958476829], [-1.6392380094, 48.0957649456]]]}";1372
2021-08-09T08:17:00+02:00;489866_G;21;8;52;heavy;666;48.0959702019,-1.63937540627;Rue de Châteaugiron;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6391429925, 48.095852109], [-1.6393107008, 48.0959341504], [-1.6396058109, 48.0960922174]]]}";1373
2021-08-09T08:17:00+02:00;490194_D;44;1;17;freeFlow;666;48.0945581951,-1.69818864441;Boulevard Jean Mermoz;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6980723549, 48.0946144165], [-1.6983049339, 48.0945019737]]]}";1380
2021-08-09T08:17:00+02:00;490194_G;46;1;52;freeFlow;666;48.0944706756,-1.69809436205;Boulevard Jean Mermoz;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6982106514, 48.0944144543], [-1.6979780727, 48.0945268969]]]}";1381
2021-08-09T08:17:00+02:00;490828_D;28;22;0;freeFlow;666;48.13500932,-1.62702748366;Route de Fougères;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6277957324, 48.134617546], [-1.6265932754, 48.1352294944], [-1.626591954, 48.1352301815], [-1.6262616066, 48.135405655]]]}";1401
2021-08-09T08:17:00+02:00;490828_G;61;10;60;freeFlow;666;48.1350945586,-1.62712639361;Route de Fougères;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6263618335, 48.1354901995], [-1.6266915257, 48.1353150739], [-1.6278933175, 48.1347034634]]]}";1402
2021-08-09T08:17:00+02:00;491005_D;14;10;0;freeFlow;666;48.1292839051,-1.64413490025;Rue de Fougères;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6443799266, 48.1292207434], [-1.6438898739, 48.1293470668]]]}";1409
2021-08-09T08:17:00+02:00;491005_G;15;10;0;freeFlow;666;48.129384626,-1.64419283205;Rue de Fougères;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6439478053, 48.1294477877], [-1.6444378588, 48.1293214642]]]}";1410
2021-08-09T08:17:00+02:00;491126_D;32;13;0;freeFlow;;;;;
2021-08-09T08:17:00+02:00;491126_G;55;8;60;freeFlow;;;;;
2021-08-09T08:17:00+02:00;491714_D;51;5;32;freeFlow;666;48.1408323337,-1.65763500592;Avenue Général George S. Patton;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6576772138, 48.1405549017], [-1.6575927981, 48.1411097657]]]}";1418
2021-08-09T08:17:00+02:00;491714_G;37;6;60;heavy;666;48.1408432671,-1.65779543229;Avenue Général George S. Patton;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6577532253, 48.1411206991], [-1.6578376393, 48.1405658351]]]}";1419
2021-08-09T08:17:00+02:00;491735_D;51;3;32;freeFlow;666;48.1412711149,-1.65756766311;Avenue Général George S. Patton;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6575927981, 48.1411097657], [-1.657558006, 48.1413384505], [-1.6575397503, 48.1414319819]]]}";1420
2021-08-09T08:17:00+02:00;491735_G;35;4;60;heavy;666;48.141283575,-1.65772784498;Avenue Général George S. Patton;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6576996495, 48.1414459623], [-1.6577180533, 48.1413516705], [-1.6577183178, 48.141350147], [-1.6577532253, 48.1411206991]]]}";1421
2021-08-09T08:17:00+02:00;491794_D;54;3;27;freeFlow;666;48.1325216331,-1.66143742246;Avenue Général George S. Patton;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6615593969, 48.1323431391], [-1.6613154481, 48.1327001271]]]}";1422
2021-08-09T08:17:00+02:00;491794_G;52;3;0;freeFlow;666;48.1325665303,-1.6615840403;Avenue Général George S. Patton;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6614620663, 48.1327450245], [-1.6617060143, 48.1323880362]]]}";1423
2021-08-09T08:17:00+02:00;492351_D;51;3;25;freeFlow;666;48.0974069286,-1.64232130178;Rue de Châteaugiron;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6424942262, 48.0975065205], [-1.6421483774, 48.0973073367]]]}";1433
2021-08-09T08:17:00+02:00;492351_G;35;3;52;heavy;666;48.0974887696,-1.64221626203;Rue de Châteaugiron;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6420433376, 48.0973891775], [-1.6423891865, 48.0975883617]]]}";1434
2021-08-09T08:17:00+02:00;492359_D;51;5;25;freeFlow;666;48.0977094421,-1.64284657173;Rue de Châteaugiron;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6431989173, 48.0979123636], [-1.6424942262, 48.0975065205]]]}";1435
2021-08-09T08:17:00+02:00;492359_G;37;7;52;heavy;666;48.0977912836,-1.64274153221;Rue de Châteaugiron;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6423891865, 48.0975883617], [-1.6430938779, 48.0979942054]]]}";1436
2021-08-09T08:17:00+02:00;492363_D;17;15;60;congested;666;48.0875951416,-1.66104765901;Avenue des Pays-Bas;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6610065752, 48.0881936644], [-1.6610179561, 48.088050863], [-1.6610284645, 48.0879746022], [-1.6610456528, 48.0878683202], [-1.6610461101, 48.0878634125], [-1.6610678629, 48.0869950323]]]}";1437
2021-08-09T08:17:00+02:00;492445_D;44;12;29;freeFlow;666;48.0930519346,-1.70207278845;Boulevard Jean Mermoz;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.7029677735, 48.0925855144], [-1.7024583376, 48.0928689212], [-1.7017966953, 48.0932223006], [-1.7017329204, 48.0932452189], [-1.7011449649, 48.0934441742]]]}";1442
2021-08-09T08:17:00+02:00;492445_G;38;13;20;heavy;666;48.0931422982,-1.70216087419;Boulevard Jean Mermoz;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.7012176011, 48.0935405127], [-1.7018064429, 48.0933412573], [-1.7018082024, 48.0933406436], [-1.7018792823, 48.0933151001], [-1.7018914193, 48.0933097415], [-1.7025593963, 48.0929529785], [-1.7025606424, 48.0929522992], [-1.7030706965, 48.0926685482]]]}";1443
2021-08-09T08:17:00+02:00;50416_D;61;2;25;freeFlow;666;48.0965319135,-1.6406847431;Rue de Châteaugiron;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640882014, 48.0966375713], [-1.6404874722, 48.0964262556]]]}";1501
2021-08-09T08:17:00+02:00;50416_G;41;4;52;freeFlow;666;48.0966162119,-1.64058412919;Rue de Châteaugiron;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6403868581, 48.0965105539], [-1.6407814002, 48.0967218699]]]}";1502
2021-08-09T08:17:00+02:00;54453_D;54;3;27;freeFlow;666;48.132175153,-1.66167418899;Avenue Général George S. Patton;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6617889811, 48.1320071668], [-1.6615593969, 48.1323431391]]]}";1702
2021-08-09T08:17:00+02:00;54453_G;48;3;0;freeFlow;666;48.1322200499,-1.66182080605;Avenue Général George S. Patton;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6617060143, 48.1323880362], [-1.6619355978, 48.1320520636]]]}";1703
2021-08-09T08:17:00+02:00;56204_D;20;9;60;congested;;;;;
2021-08-09T08:17:00+02:00;56204_G;9;21;32;congested;;;;;
2021-08-09T08:17:00+02:00;563844_D;73;12;50;freeFlow;666;48.0434146334,-1.69730721047;Route départementale 34;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6986072748, 48.0440528796], [-1.6986066341, 48.0440525455], [-1.698557916, 48.0440271373], [-1.6985577195, 48.0440270351], [-1.6976293225, 48.0435459159], [-1.6976279215, 48.0435452061], [-1.6972564087, 48.043361214], [-1.6972519513, 48.043359158], [-1.6965047088, 48.0430387562], [-1.6964988218, 48.0430364613], [-1.6959740174, 48.0428513334]]]}";1865
2021-08-09T08:17:00+02:00;563844_G;56;16;60;freeFlow;666;48.0435053457,-1.69722018309;Route départementale 34;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6958990855, 48.0429468545], [-1.6964208746, 48.0431309189], [-1.6971629664, 48.0434491124], [-1.6975315961, 48.0436316768], [-1.6984592005, 48.0441123857], [-1.6985078208, 48.0441377429], [-1.6985084619, 48.0441380773]]]}";1866
2021-08-09T08:17:00+02:00;563929_D;42;4;48;freeFlow;666;48.096802471,-1.68919444177;Rue de Nantes;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6890480667, 48.0970433139], [-1.6891013391, 48.0969482764], [-1.6893448992, 48.0965640638]]]}";1868
2021-08-09T08:17:00+02:00;563929_G;34;6;0;freeFlow;666;48.0967623838,-1.6890448348;Rue de Nantes;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.689196599, 48.0965218772], [-1.6889523708, 48.096907142], [-1.6889511034, 48.0969092651], [-1.6888972308, 48.0970053731]]]}";1869
2021-08-09T08:17:00+02:00;6669_D;69;72;94;freeFlow;666;48.0592500815,-1.74692556699;Route départementale 34;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.7389760543, 48.0559457287], [-1.7400866404, 48.0564032546], [-1.7419123657, 48.0571634975], [-1.7436940182, 48.0579251167], [-1.7436943916, 48.0579252753], [-1.7462366434, 48.0589988313], [-1.7482690126, 48.0598577816], [-1.750757564, 48.0609394096], [-1.7507605508, 48.0609406466], [-1.7521490621, 48.0614879984], [-1.7521550161, 48.0614901256], [-1.752687862, 48.0616616755], [-1.7526962461, 48.0616639947], [-1.7533392431, 48.0618140508], [-1.7533426783, 48.061814795], [-1.75392824, 48.0619319965], [-1.7539302112, 48.0619323727], [-1.7544107983, 48.0620196934], [-1.7550065592, 48.062132068]]]}";2007
2021-08-09T08:17:00+02:00;6669_G;118;42;52;freeFlow;666;48.0591504968,-1.74699007296;Route départementale 34;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.7550501709, 48.0620281717], [-1.7544540387, 48.0619157271], [-1.754453293, 48.061915589], [-1.7539733226, 48.0618283804], [-1.7533904741, 48.061711722], [-1.752753473, 48.0615630652], [-1.7522277659, 48.0613938138], [-1.7508436804, 48.0608482068], [-1.7483561741, 48.0597670339], [-1.7483553093, 48.0597666632], [-1.7463224661, 48.0589075131], [-1.74378039, 48.0578340321], [-1.7419985232, 48.0570723218], [-1.7419977151, 48.0570719809], [-1.7401714216, 48.056311502], [-1.7401710919, 48.0563113654], [-1.7390603419, 48.0558537722]]]}";2008
2021-08-09T08:17:00+02:00;9059_D;73;9;50;freeFlow;666;48.0445258086,-1.699515055;Route départementale 34;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.7004234822, 48.0449974925], [-1.6997246482, 48.0446356091], [-1.6986072748, 48.0440528796]]]}";2230
2021-08-09T08:17:00+02:00;9059_G;67;9;75;freeFlow;666;48.0446111199,-1.69941645951;Route départementale 34;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6985084619, 48.0441380773], [-1.6996259443, 48.0447208642], [-1.6996261613, 48.044720977], [-1.7003251043, 48.0450829172]]]}";2231
2021-08-09T08:17:00+02:00;20766;41;16;57;heavy;666;48.1424384477,-1.76794907816;Route départementale 29;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.7686675863, 48.1419091999], [-1.7684735966, 48.1420710931], [-1.7680673379, 48.1423475162], [-1.7675244051, 48.1427398444], [-1.7673046354, 48.1428986494], [-1.7672763804, 48.1429970073]]]}";174
2021-08-09T08:17:00+02:00;20767;35;1;57;heavy;666;48.1418598622,-1.76871631067;Route départementale 29;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.7687650351, 48.1418105244], [-1.7686675863, 48.1419091999]]]}";175
2021-08-09T08:17:00+02:00;30023;96;53;100;freeFlow;666;48.1413093217,-1.67810685871;Rocade Nord;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6686866987, 48.1417406839], [-1.6708292158, 48.1416370764], [-1.6717749227, 48.1415958294], [-1.6718631704, 48.1415919801], [-1.6743326462, 48.1414842367], [-1.6748168035, 48.1414631061], [-1.675420486, 48.1414367567], [-1.6795297072, 48.1412403757], [-1.6841065672, 48.1410312031], [-1.6864360892, 48.1409414022], [-1.6867892584, 48.1409240364], [-1.6875272831, 48.1408849145]]]}";281
2021-08-09T08:17:00+02:00;37668;37;13;58;heavy;666;48.1395798054,-1.62726080876;Route départementale 175;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6276277679, 48.1400953335], [-1.627398284, 48.1399111407], [-1.6272906092, 48.1397266752], [-1.6272024927, 48.1394981563], [-1.6269956768, 48.1389909121]]]}";475
2021-08-09T08:17:00+02:00;37725;31;2;57;heavy;666;48.1361493435,-1.62473714567;Rond-point de Vaux;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6248301344, 48.1362075244], [-1.6247989182, 48.1361817934], [-1.6247636607, 48.1361585189], [-1.6247247923, 48.1361379827], [-1.6246670881, 48.1361149122], [-1.6246361295, 48.1361064233]]]}";489
2021-08-09T08:17:00+02:00;37752;69;11;65;freeFlow;666;48.1400005137,-1.63077478431;Porte des Longchamps;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6325614604, 48.1399778412], [-1.6320422799, 48.1399753248], [-1.6311458234, 48.1400058933], [-1.6306842766, 48.1400106701], [-1.6302222356, 48.1400099444], [-1.6296728968, 48.1400016885], [-1.6292983992, 48.1400112373], [-1.628989344, 48.1400416737]]]}";511
2021-08-09T08:17:00+02:00;43612;36;7;60;heavy;666;48.1089109033,-1.69142080997;Mail François Mitterrand;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6909495349, 48.1090156009], [-1.691892085, 48.1088062056]]]}";774
2021-08-09T08:17:00+02:00;44375;39;1;75;heavy;666;48.1096983973,-1.68458441671;Place de Bretagne;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6845857368, 48.1097524385], [-1.6845830966, 48.1096443561]]]}";918
2021-08-09T08:17:00+02:00;46262;75;3;60;freeFlow;;;;;
2021-08-09T08:17:00+02:00;46267;85;8;100;freeFlow;666;48.0848559862,-1.69925182158;Rocade Ouest;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6997836794, 48.0856944472], [-1.6995193127, 48.0852919224], [-1.6992542395, 48.0848696056], [-1.6987329071, 48.0840093816]]]}";1208
2021-08-09T08:17:00+02:00;46268;83;18;75;freeFlow;666;48.0822505002,-1.6974937077;Rocade Ouest;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6987329071, 48.0840093816], [-1.6984979254, 48.083707661], [-1.6980356953, 48.0830413667], [-1.6977585638, 48.0826000765], [-1.6975781372, 48.0823464954], [-1.6972899274, 48.0819429625], [-1.696914066, 48.0814126234], [-1.696573057, 48.0809356455], [-1.6962344295, 48.0805058164]]]}";1209
2021-08-09T08:17:00+02:00;46685;58;18;48;freeFlow;666;48.083521776,-1.64465875034;Porte du Blosne;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6432886262, 48.0843052632], [-1.6433213467, 48.0842265405], [-1.6433557012, 48.0841704584], [-1.6434068596, 48.0840814396], [-1.6435027894, 48.0840102547], [-1.6436541666, 48.0839081757], [-1.6437562399, 48.0838529613], [-1.6438598133, 48.0838203928], [-1.643982241, 48.0837806648], [-1.6441242619, 48.0837434788], [-1.6442469635, 48.0837172553], [-1.6446898413, 48.0836251998], [-1.6448615903, 48.0835866311], [-1.6450516194, 48.0835345283], [-1.6451952094, 48.0834699755], [-1.6452920826, 48.0834063197], [-1.6453646334, 48.0833473414], [-1.6454459018, 48.0832671961], [-1.6454981653, 48.0831949812], [-1.6455732505, 48.0830536337], [-1.6456533431, 48.0828782941], [-1.6456904148, 48.0828016473], [-1.6457393302, 48.0827236206], [-1.6457871711, 48.0826515843], [-1.6458483284, 48.0825810821], [-1.6458752899, 48.0825444905]]]}";1269
2021-08-09T08:17:00+02:00;47293;80;7;70;freeFlow;666;48.0821570872,-1.6466867161;Porte du Blosne;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6458752899, 48.0825444905], [-1.6459056924, 48.0825028039], [-1.6460230491, 48.0824112876], [-1.6461376988, 48.0823464617], [-1.6462588337, 48.082277499], [-1.6464518899, 48.082203826], [-1.6466785177, 48.082131138], [-1.647049336, 48.0820290111], [-1.6475583662, 48.0818893058]]]}";1325
2021-08-09T08:17:00+02:00;489970;94;10;0;freeFlow;666;48.1420344291,-1.66566824542;Porte de Maurepas;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6636326737, 48.1423723766], [-1.6646042318, 48.1421849915], [-1.6658174199, 48.1419821961], [-1.6664438704, 48.1419037856], [-1.6677160878, 48.1417825529]]]}";1376
2021-08-09T08:17:00+02:00;489971;42;3;38;freeFlow;666;48.1422546984,-1.66378463;Porte de Maurepas;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6636326737, 48.1423723766], [-1.6636780743, 48.1423468232], [-1.6637197714, 48.1423197709], [-1.6637775309, 48.142275041], [-1.6638278585, 48.1422264549], [-1.6638701848, 48.1421745646], [-1.6639040283, 48.1421199554], [-1.6639088699, 48.1421089645]]]}";1377
2021-08-09T08:17:00+02:00;489972;98;4;100;freeFlow;666;48.1417616184,-1.66820139324;Rocade Nord;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6677160878, 48.1417825529], [-1.6686866987, 48.1417406839]]]}";1378
2021-08-09T08:17:00+02:00;490480;115;1;48;freeFlow;666;48.0860203688,-1.64397078561;Rue de Vern;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6440138013, 48.0861254562], [-1.6439277699, 48.0859152814]]]}";1392
2021-08-09T08:17:00+02:00;490824;46;5;12;heavy;666;48.1401236494,-1.62856994024;Porte des Longchamps;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.628989344, 48.1400416737], [-1.6289319566, 48.1400473252], [-1.6285495354, 48.1401158946], [-1.6282920548, 48.1401947793], [-1.6281553516, 48.1402282269]]]}";1398
2021-08-09T08:17:00+02:00;490825;44;17;57;heavy;666;48.1381752022,-1.62649415248;Route départementale 175;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6269956768, 48.1389909121], [-1.6269810415, 48.1389550167], [-1.6268250343, 48.1386249965], [-1.6266210178, 48.1383097862], [-1.6263969563, 48.1379746363], [-1.626133367, 48.1376902404], [-1.6259397654, 48.1374813548], [-1.625887692, 48.1374330807]]]}";1399
2021-08-09T08:17:00+02:00;490827;26;15;57;congested;666;48.1369039885,-1.62528987866;Route départementale 175;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6257261245, 48.1372833007], [-1.6256008489, 48.137167164], [-1.6252901229, 48.1369141615], [-1.6250162997, 48.1366793416], [-1.624942912, 48.1365821395], [-1.6248821293, 48.1364982723]]]}";1400
2021-08-09T08:17:00+02:00;49084;115;4;48;freeFlow;666;48.0867196342,-1.64423223068;Rue de Vern;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6443974408, 48.0872374197], [-1.644341986, 48.0870109187], [-1.6440476368, 48.0862081159], [-1.6440475059, 48.086207796]]]}";1403
2021-08-09T08:17:00+02:00;490875;10;62;55;congested;666;48.1093919279,-1.68557058618;Quai de la Prévalaye;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6845813618, 48.1095733402], [-1.6846682151, 48.1096072342], [-1.6847707184, 48.1096209042], [-1.6848636416, 48.1096171179], [-1.684916256, 48.1096096202], [-1.6850485892, 48.1095703199], [-1.6854585306, 48.1094399897], [-1.6865519191, 48.1090823918]]]}";1404
2021-08-09T08:17:00+02:00;490876;16;5;75;heavy;666;48.1094559609,-1.68457849445;Place de Bretagne;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6845813618, 48.1095733402], [-1.6845756271, 48.1093385817]]]}";1405
2021-08-09T08:17:00+02:00;490879;27;1;75;heavy;666;48.1096088481,-1.68458222918;Place de Bretagne;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6845830966, 48.1096443561], [-1.6845813618, 48.1095733402]]]}";1406
2021-08-09T08:17:00+02:00;490911;10;29;27;congested;666;48.1204774852,-1.68227872888;Boulevard de Chézy;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6827105379, 48.1202796011], [-1.6824500742, 48.1204661235], [-1.6823098888, 48.1205006657], [-1.6821622827, 48.120517218], [-1.6820039121, 48.1205426784], [-1.6818158521, 48.1206087243]]]}";1407
2021-08-09T08:17:00+02:00;490931;29;35;0;freeFlow;666;48.112534633,-1.68679016031;Passage Saint-Cast;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6861907906, 48.1114809204], [-1.6862665708, 48.1115827177], [-1.6863680269, 48.1117226654], [-1.6866656535, 48.1122015772], [-1.6867815576, 48.1124486613], [-1.6871190056, 48.1132004646], [-1.6872509127, 48.1135428148], [-1.6872341601, 48.1136486538]]]}";1408
2021-08-09T08:17:00+02:00;491135;31;4;57;heavy;666;48.1360993573,-1.62441074165;Rond-point de Vaux;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6246361295, 48.1361064233], [-1.6246048907, 48.1360978575], [-1.6245395908, 48.1360871968], [-1.6244726476, 48.1360831706], [-1.6244055538, 48.1360858677], [-1.6243398116, 48.1360952276], [-1.6242869177, 48.136108022], [-1.6242368281, 48.1361251421], [-1.6241903276, 48.1361463186]]]}";1412
2021-08-09T08:17:00+02:00;491141;32;3;0;freeFlow;666;48.1364621416,-1.62404369209;Rond-point de Vaux;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6240208575, 48.1363460008], [-1.6240180772, 48.1363572169], [-1.6240170798, 48.1364022023], [-1.6240228933, 48.1364357348], [-1.6240343341, 48.1364686131], [-1.6240512009, 48.1365004246], [-1.6240732321, 48.1365307886], [-1.6241052838, 48.136564664]]]}";1413
2021-08-09T08:17:00+02:00;491141;32;3;0;freeFlow;666;48.1364621416,-1.62404369209;Rond-point de Vaux;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.6240208575, 48.1363460008], [-1.6240180772, 48.1363572169], [-1.6240170798, 48.1364022023], [-1.6240228933, 48.1364357348], [-1.6240343341, 48.1364686131], [-1.6240512009, 48.1365004246], [-1.6240732321, 48.1365307886], [-1.6241052838, 48.136564664]]]}";1414
2021-08-09T08:17:00+02:00;491872;43;15;42;freeFlow;666;48.1173965352,-1.71239574837;Rue de Saint-Brieuc;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.7112995639, 48.1170551524], [-1.7117391737, 48.1171988009], [-1.7134943525, 48.1177302297]]]}";1425
