did,oid,eid,sid,ent,alightingCount,alightingCount_D,boardingCount,boardingCount_D,waitingTime,waitingTime_D,totalWaitingTime,totalWaitingTime_D
432282,389420,StopPoint:T2C3377704015495230,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389421,StopPoint:T2C3377704015495482,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389422,StopPoint:T2C3377704015495485,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389423,StopPoint:T2C3377704015495654,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389424,StopPoint:T2C3377704015495279,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389425,StopPoint:T2C3377704015495584,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389426,StopPoint:T2C3377704015496024,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389427,StopPoint:T2C3377704015496496,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389428,StopPoint:T2C3377704015495563,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389430,StopPoint:T2C3377704015495478,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389431,StopPoint:T2C3377704015496001,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389432,StopPoint:T2C3377704015496038,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389492,StopPoint:T2C3377704015495556,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389530,StopPoint:T2C3377704015496039,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389531,StopPoint:T2C3377704015496002,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389532,StopPoint:T2C3377704015495479,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389533,StopPoint:T2C3377704015495746,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389534,StopPoint:T2C3377704015495490,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389535,StopPoint:T2C3377704015495564,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389536,StopPoint:T2C3377704015496277,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389537,StopPoint:T2C3377837159481466,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389538,StopPoint:T2C3377704015496025,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389539,StopPoint:T2C3377704015495585,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389540,StopPoint:T2C3377704015495280,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389541,StopPoint:T2C3377704015495655,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389542,StopPoint:T2C3377704015495486,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389543,StopPoint:T2C3377704015495483,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389573,StopPoint:T2C3377704015495231,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389602,StopPoint:T2C3377704015495689,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389603,StopPoint:T2C3377704015495203,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389630,StopPoint:T2C3377704015495882 StopPoint:T2C3377704015495883,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389631,StopPoint:T2C3377704015497109,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389632,StopPoint:T2C3377704015495570 StopPoint:T2C3377704015495571,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389633,StopPoint:T2C3377704015495726,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389634,StopPoint:T2C3377704015495750,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389635,StopPoint:T2C3377704015495365,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389636,StopPoint:T2C3377704015495417,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
